first_maintenance_mileage,image_pin_url_2x,code,default_tags,model_specifications,maintenance_mileage,intermediate_maintenance_mileage,fuel_cap_side,registry_manufacturer,fuel_distance_enabled,deprecated,image_pin_url_3x,registry_model,short_name,image_map_url_2x,name,fuel_type,image_large_url,image_small_url,manufacturer,image_map_url_3x,tyres_info
,,ea58fd1a0bc4924fa13d04ca19b153e9,[],"[{'name': 'FuelTankVolume', 'value_localized': '75 model.specification.FuelTankVolume.unit(0)', 'value': '75', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 75, 'id': 'ea58fd1a0bc4924fa13d04ca19b153e9_FuelTankVolume'}]",,,,CHEVROLET,True,False,,TAHOE,TAHOE,,CHEVROLET TAHOE,,,,CHEVROLET,,[]
,,e0c44a57373876aea930e7c3c6609425,[],"[{'name': 'FuelTankVolume', 'value_localized': '55 model.specification.FuelTankVolume.unit(0)', 'value': '55', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 55, 'id': 'e0c44a57373876aea930e7c3c6609425_FuelTankVolume'}]",,,,DODGE,True,False,,CHALLENGER,CHALLENGER,,DODGE CHALLENGER,,,,DODGE,,[]
,,4711de9d3bf5d69e1872aa1c04f226c3,[],"[{'name': 'FuelTankVolume', 'value_localized': '65 model.specification.FuelTankVolume.unit(0)', 'value': '65', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 65, 'id': '4711de9d3bf5d69e1872aa1c04f226c3_FuelTankVolume'}]",,,,FERRARI,True,False,,F8 TRIBUTO,F8 TRIBUTO,,FERRARI F8 TRIBUTO,,,,FERRARI,,[]
,,147b9edc6def8f42f1b001cede152a2e,[],"[{'name': 'FuelTankVolume', 'value_localized': '70 model.specification.FuelTankVolume.unit(0)', 'value': '70', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 70, 'id': '147b9edc6def8f42f1b001cede152a2e_FuelTankVolume'}]",,,,GMC,True,False,,YUKON,YUKON,,GMC YUKON,,,,GMC,,[]
,,bbb75c9d61312aebf86cd44f6e2f24d4,[],"[{'name': 'FuelTankVolume', 'value_localized': '70 model.specification.FuelTankVolume.unit(0)', 'value': '70', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 70, 'id': 'bbb75c9d61312aebf86cd44f6e2f24d4_FuelTankVolume'}]",,,,GMC,True,False,,YUKON,YUKON,,GMC YUKON,,,,GMC,,[]
,,261c45d8b0a724c74ebd8c8dc2f4d9c0,[],"[{'name': 'FuelTankVolume', 'value_localized': '45 model.specification.FuelTankVolume.unit(0)', 'value': '45', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 45, 'id': '261c45d8b0a724c74ebd8c8dc2f4d9c0_FuelTankVolume'}]",,,,HONDA,True,False,,CIVIC,CIVIC,,HONDA CIVIC,,,,HONDA,,[]
,,262990d43cc0291a38d0e755d42d8524,[],[],,,,JAC,True,False,,JS4,JS4,,JAC JS4,,,,JAC,,[]
,,93ba3281865ecb54cc8db6c9250cddee,[],[],,,,Jac,True,False,,J7,J7,,Jac J7,,,,Jac,,[]
,,9f759e6099f5fe5ecbfa5fcd5ab7f142,[],"[{'name': 'FuelTankVolume', 'value_localized': '55 model.specification.FuelTankVolume.unit(0)', 'value': '55', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 55, 'id': '9f759e6099f5fe5ecbfa5fcd5ab7f142_FuelTankVolume'}]",,,,KIA,True,False,,K5,K5,,KIA K5,,,,KIA,,[]
,,e63ca93e2e6a3c00c82e35d4705c84ee,[],[],,,,Kia,True,False,,Sportage,Sportage,,Kia Sportage,,,,Kia,,[]
