status_title,since,booking_status,stage,status,until,type,tag_id,offer_id,user_id
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,58c705ee-73a9-4035-8f00-13d98a429bd9,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,cf79b80b-fc29-4edf-a40c-6a11faa2d06e,,
rental.status.on_hold.title,1722142800,,,on_hold,1724821200,on_hold,931d2c99-0597-472e-a7e1-c6034d21c4bd,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,a13f1298-fc3a-486d-8924-7cdee62f3e03,,
rental.status.on_hold.title,1722056400,,,on_hold,1724821200,on_hold,09b6094a-9c0c-4b6a-b94b-679ed57219ea,,
rental.status.on_hold.title,1721451600,,,on_hold,1724130000,on_hold,e99d67a7-09ea-4210-8687-4e7cf176c532,,
rental.status.on_hold.title,1721970000,,,on_hold,1724648400,on_hold,b5fbbda6-024d-4ffc-81d8-b8f5d2bfed69,,
Confirmed,1722232800,start_delayed,prereservation,confirmed,1722492000,booking,9b3d0eb8-4d8f-41ea-9e75-61e366cc9204,4917cc8a-17c4-8786-9d7b-8a4c0a2399cf,d5fbf4b8-f63e-42f8-a275-86d4b2473a93
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,5cdb3007-e01e-4c89-90fc-553384f9b438,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,48032f19-085d-4505-b899-748af8a07fe4,,
rental.status.on_hold.title,1721106000,,,on_hold,1723784400,on_hold,83301517-27c4-438f-803f-a1f0e52adfc7,,
rental.status.on_hold.title,1721883600,,,on_hold,1724562000,on_hold,72fa761b-a784-48c1-b3e2-92b53a5c98cd,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,e448d0eb-1a0e-4f04-8ad6-149bbc477e9a,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,c1c28433-bdca-4121-b909-402407d645c0,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,f7118a3a-55ee-4c69-b3b3-6bd1ae8badbf,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,5d889266-f65b-40b1-bc78-52d942af94a6,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,944da87c-63e1-456f-8e87-5a22c1c0ad1f,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,516799d5-e2de-4093-8f7f-17963124b1b4,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,9506148f-6bda-41ef-b40a-c808f19f82a1,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,aaeda595-a606-40db-988c-62f1cd7fc7ab,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,70388e17-b49d-46cb-9156-78b6ed5ff552,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,4642e8a0-6e5d-486d-b172-3bcf321077cd,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,bec2db6f-ff33-4c51-a16e-39e5adb40f82,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,c190d48a-0e92-43dd-9986-c0ee9f2e8a13,,
rental.status.on_hold.title,1721970000,,,on_hold,1724734800,on_hold,858d93ed-3d6b-49c7-aa2d-d494217c070a,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,30ceb2b3-7fcc-4dce-b9f7-c9feb5c3874c,,
rental.status.on_hold.title,1721019600,,,on_hold,1723698000,on_hold,f0a7e50d-1c0d-47df-8086-7a35a6bd9aa2,,
rental.status.on_hold.title,1721970000,,,on_hold,1724734800,on_hold,9b445c1f-8a84-41a5-b0f3-b58c62b48f70,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,6155df3a-a362-486a-bc30-5751acb20653,,
rental.status.on_hold.title,1721109600,,,on_hold,1722488400,on_hold,414a8e00-81c7-4718-b43d-1aa034a37b08,,
Confirmed,1722492000,start_delayed,prereservation,confirmed,1722578400,booking,7127a9f5-c054-42f6-80ea-91a5f6c4038a,32f7be67-881a-dd93-1841-6cc5331dec0e,eda6b8ea-3684-4adb-8d81-d76d17c581ea
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,f7a91537-4f90-43bc-a0d1-c05d0e0bebbe,,
rental.status.on_hold.title,1721404800,,,on_hold,1724043600,on_hold,733f08fc-df5f-40f3-ba4d-9a5bd1e213a1,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,2beeb0bc-aef1-444d-b1ea-3298aa39ff62,,
rental.status.on_hold.title,1721883600,,,on_hold,1724562000,on_hold,971210e6-c75d-4e6a-9e8a-3f1f8f6c6613,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,906c7e73-27fb-4a8f-a5f6-ec6cd5296d67,,
rental.status.on_hold.title,1721710800,,,on_hold,1724389200,on_hold,7c05778e-f1d3-4987-ac34-b4ee6649a1b8,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,cef9d18d-0d53-4766-93f7-64f0129eb2a5,,
rental.status.on_hold.title,1721192400,,,on_hold,1723870800,on_hold,c01f0fa8-a188-4e4c-b256-a237aef0595a,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,128436c6-a7c4-4dd5-8bbb-3439c3a803a5,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,99b1d545-a97f-437a-9726-64e13c9e6c9a,,
rental.status.on_hold.title,1721106000,,,on_hold,1723784400,on_hold,f33f6200-6d4f-4989-8640-0d45e8f5223a,,
rental.status.on_hold.title,1721451600,,,on_hold,1724130000,on_hold,15d804bc-fa57-4f54-a16d-81d33eb4d616,,
Confirmed,1722337200,start_delayed,prereservation,confirmed,1722510000,booking,e54265dd-c748-4a70-8916-d42fba281fa6,c4c35cd5-fe82-8156-17ae-5152b2b7c397,825ed45b-9aed-4b06-bb4c-93ca8a421974
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,db8a03a6-e904-43ee-b75b-727f370d9780,,
rental.status.on_hold.title,1722142800,,,on_hold,1724821200,on_hold,fcd33fe4-c40d-4ed7-817c-e8900d1ec30e,,
rental.status.on_hold.title,1721106000,,,on_hold,1723784400,on_hold,adfd7c7c-0d3c-4842-85d4-ac4bab8164a8,,
rental.status.on_hold.title,1722315600,,,on_hold,1724994000,on_hold,c229ff53-02c0-43c3-91e5-2781303ff360,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,49e8f7b0-0bb7-4e1a-9706-9e8efd578009,,
rental.status.on_hold.title,1721365200,,,on_hold,1724043600,on_hold,82c68cb1-032c-416c-8ea8-0047a24f82ca,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,c66be433-acb5-4b84-84e7-b0b890ee0f83,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,d3c8547b-7f7e-4f78-9019-313e191d73f8,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,97363f1c-2eb0-4cba-8a3d-b160ab185106,,
rental.status.on_hold.title,1721106000,,,on_hold,1723784400,on_hold,ae0e7d7c-5a93-434d-810f-987631ac1b9f,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,a3144f8c-04dd-432f-9301-a28189a21f78,,
rental.status.on_hold.title,1721192400,,,on_hold,1723838400,on_hold,ddeb19f1-7b26-410e-9961-6647f875cc81,,
Confirmed,1721977200,start_delayed,prereservation,confirmed,1722146400,booking,3f1b469e-6740-4518-a37c-df9e589c240d,6cf9d6c1-c783-b51e-bb06-95a67ef2463b,85455c78-aec2-467f-b19a-f4279b37a016
rental.status.on_hold.title,1722056400,,,on_hold,1724821200,on_hold,95a04ec8-21c1-4191-bddb-9649f66c7f19,,
rental.status.on_hold.title,1721160000,,,on_hold,1723838400,on_hold,9e7c5863-4854-465a-a7e4-3fbb50738171,,
rental.status.on_hold.title,1722142800,,,on_hold,1724821200,on_hold,d8560cd4-c93d-4e88-93ca-92b138773a96,,
Confirmed,1721811600,start_delayed,prereservation,confirmed,1722070800,booking,2ea6290e-c9b9-4ed5-a735-dbe9809eb20b,32bec681-f11e-1807-73d3-e77a97ca2661,1a2813b0-2a4a-479d-82bd-8d02c7c969af
rental.status.on_hold.title,1722142800,,,on_hold,1724821200,on_hold,cbce184e-2f22-48ce-954b-0073af01b7db,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,f4d8ed80-ff38-45f0-bc63-a2e9105ab332,,
Confirmed,1721052000,start_delayed,prereservation,confirmed,1722434400,booking,9e108ee7-9424-4f40-88d8-e9c1aee94f5b,a17488f3-8648-2c4a-f0d0-1475a70f1747,4287d42d-5984-4541-89a3-bc9b25fe35f5
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,cc1669e0-b0b2-4712-bca2-4defa06aec30,,
rental.status.on_hold.title,1722315600,,,on_hold,1725080400,on_hold,c3162bf3-6b8a-4e85-b93b-b5f2190784ae,,
rental.status.on_hold.title,1720674000,,,on_hold,1723438800,on_hold,c3041d44-dd57-466f-84d5-10da2e7086b8,,
