status_title,since,booking_status,stage,status,until,type,tag_id,offer_id,user_id
rental.status.on_hold.title,1722325740,,,on_hold,1724917740,on_hold,e1664bb8-ebae-493d-ad19-f4ced83a02b8,,
rental.status.on_hold.title,1721728800,,,on_hold,1722333600,on_hold,c40d1f53-5f17-4993-9ea5-629670d915d3,,
rental.status.on_hold.title,1722407100,,,on_hold,1724999100,on_hold,0c5ac44d-b2ad-48b0-b06e-dd7905d70451,,
rental.status.on_hold.title,1719734400,,,on_hold,1722326400,on_hold,81184c4c-3c9e-46e3-95ba-7c2104f82f77,,
rental.status.on_hold.title,1718521500,,,on_hold,1724051100,on_hold,afa55541-b50d-4f94-8ac1-9986e117fb9f,,
rental.status.on_hold.title,1719390840,,,on_hold,1721982840,on_hold,27332726-2419-4a68-88f0-7c1f07373415,,
rental.status.on_hold.title,1721982840,,,on_hold,1724574840,on_hold,5cabc26e-a1c4-4cd6-9b44-ecc271b35b3e,,
rental.status.on_hold.title,1709100960,,,on_hold,1722060960,on_hold,fe6a23bd-85fb-4844-a066-ee3e7f970989,,
rental.status.on_hold.title,1722060960,,,on_hold,1724652960,on_hold,1a0ab4d0-e2ce-43f4-bd77-57c37e6f9ac1,,
rental.status.on_hold.title,1711195440,,,on_hold,1724155440,on_hold,626b884e-e8d8-4324-a6ad-3e743c5ca8db,,
rental.status.on_hold.title,1720504560,,,on_hold,1723614960,on_hold,1e3a2b61-28ff-4bd5-8ec2-1a019deff433,,
rental.status.on_hold.title,1720339920,,,on_hold,1722154320,on_hold,2df0a5db-a028-4d10-96c8-96b25e3547ac,,
rental.status.on_hold.title,1721819400,,,on_hold,1723374600,on_hold,d95e6c0d-2961-4c88-b542-54ee3352a5ec,,
rental.status.on_hold.title,1721801940,,,on_hold,1722752340,on_hold,921f480d-f64a-47ee-8db9-4da6c61e9cf8,,
rental.status.on_hold.title,1721912640,,,on_hold,1724504640,on_hold,fde6957c-993f-41f2-8684-e9cf67dca7f3,,
rental.status.on_hold.title,1721566200,,,on_hold,1722171000,on_hold,a135b748-4bcc-4151-be85-2d1b97bf841b,,
rental.status.on_hold.title,1722328560,,,on_hold,1722414960,on_hold,614b6bb2-c56a-488c-b241-e14aada6055a,,
rental.status.on_hold.title,1722435600,,,on_hold,1723126800,on_hold,90713384-4856-48ba-bbd4-88f7e142a9b1,,
rental.status.on_hold.title,1722329820,,,on_hold,1724921820,on_hold,6e3ec28d-b36c-4566-a1e8-91bc725b4668,,
rental.status.on_hold.title,1720101000,,,on_hold,1722693000,on_hold,fb86f614-9d21-4ab0-838e-dcc719c6f41a,,
rental.status.on_hold.title,1721732220,,,on_hold,1722769020,on_hold,907e2a04-3cf2-4a98-ad1d-659eb3cf6fa9,,
rental.status.on_hold.title,1721892000,,,on_hold,1724484000,on_hold,376842bb-793d-4dc0-8a06-f0565c22e6d7,,
rental.status.on_hold.title,1717148520,,,on_hold,1722332520,on_hold,994c775e-16cd-4b99-883e-3d8771b23e67,,
rental.status.on_hold.title,1722332520,,,on_hold,1724924520,on_hold,f0533cb1-559c-4a4d-932b-c9f5430e46fb,,
rental.status.on_hold.title,1717491120,,,on_hold,1722675120,on_hold,04a83417-6083-4077-888d-2c54c1fdada0,,
rental.status.on_hold.title,1722150900,,,on_hold,1727334900,on_hold,44673d92-06b6-41aa-8bb1-241b1d508cd8,,
rental.status.on_hold.title,1717949160,,,on_hold,1723133160,on_hold,7660a5b7-5f35-4d87-bfbb-0e15a90a4a10,,
rental.status.on_hold.title,1720272720,,,on_hold,1722864720,on_hold,e50dfb87-603c-4744-a936-e55f48eeb775,,
rental.status.on_hold.title,1721898300,,,on_hold,1721984700,on_hold,8992f1ab-5219-41e9-adc7-29fa4b473f4f,,
rental.status.on_hold.title,1722308880,,,on_hold,1723345680,on_hold,40556171-9e6a-4f4b-a752-596cf66c428a,,
rental.status.on_hold.title,1717676940,,,on_hold,1722083340,on_hold,7e17f48c-339f-4d94-bee9-cf74cb16bcea,,
rental.status.on_hold.title,1722293220,,,on_hold,1723589220,on_hold,d060789e-2c56-4ffc-931f-e12c86ef806f,,
rental.status.on_hold.title,1720357260,,,on_hold,1722949260,on_hold,3f657efa-b405-4626-8336-636b24235cb7,,
