first_maintenance_mileage,image_pin_url_2x,code,default_tags,model_specifications,maintenance_mileage,intermediate_maintenance_mileage,fuel_cap_side,registry_manufacturer,fuel_distance_enabled,deprecated,image_pin_url_3x,registry_model,short_name,image_map_url_2x,name,fuel_type,image_large_url,image_small_url,manufacturer,image_map_url_3x,tyres_info
,,63561f1bc21a9b89df2c536e5bb18140,[],[],,,,MAZDA,True,False,,CX5,CX5,,MAZDA CX5,,,,MAZDA,,[]
,,a66d6e2260a5e31c317511062a1fdd33,[],[],,,,MCLAREN,True,False,,720 S,720 S,,MCLAREN 720 S,,,,MCLAREN,,[]
,,5df1abe3a616ad0af621890f56b7efc3,[],[],,,,MCLAREN,True,False,,GT,GT,,MCLAREN GT,,,,MCLAREN,,[]
,,7f6bd0ef9b309a9cf20349fa5676ffc9,[],[],,,,MERCEDES,True,False,,200 CLA,200 CLA,,MERCEDES 200 CLA,,,,MERCEDES,,[]
,,8e1803478ad8097a0c3d937598d2e746,[],[],,,,MERCEDES,True,False,,AMG GT,AMG GT,,MERCEDES AMG GT,,,,MERCEDES,,[]
,,18441dbc054065290dac25d384d8edde,[],[],,,,MERCEDES,True,False,,C300,C300,,MERCEDES C300,,,,MERCEDES,,[]
,,ee58892615828291a29f5ffe0c739396,[],[],,,,MERCEDES,True,False,,E350,E350,,MERCEDES E350,,,,MERCEDES,,[]
,,6261f62391a4d38ff11891c713a3b7d4,[],[],,,,MERCEDES,True,False,,E400,E400,,MERCEDES E400,,,,MERCEDES,,[]
,,7799aefcbc1eaaebf6f1a7324e56644a,[],[],,,,MERCEDES,True,False,,G 800,G 800,,MERCEDES G 800,,,,MERCEDES,,[]
,,9cb5734174a469748febc0f6f7b62d09,[],[],,,,MERCEDES,True,False,,G63,G63,,MERCEDES G63,,,,MERCEDES,,[]
,,192b246021c34fd09c3d07b1e8af16c3,[],[],,,,MERCEDES,True,False,,GLE 53,GLE 53,,MERCEDES GLE 53,,,,MERCEDES,,[]
,,73f5be64ef85580518329b45078b5ec4,[],[],,,,MERCEDES,True,False,,GLS 600,GLS 600,,MERCEDES GLS 600,,,,MERCEDES,,[]
,,9f63ebcc14b9008a84ca5acc5670b59d,[],[],,,,MERCEDES,True,False,,S400,S400,,MERCEDES S400,,,,MERCEDES,,[]
,,81b747d84f90ef739678e912bb1b6117,[],[],,,,MERCEDES,True,False,,S500,S500,,MERCEDES S500,,,,MERCEDES,,[]
,,4824d9f0c8c63c86abdcc085a3853534,[],[],,,,NISSAN,True,False,,PATROL,PATROL,,NISSAN PATROL,,,,NISSAN,,[]
,,7d8d585cd00a211919209e5a8efd54bf,[],[],,,,PORSCHE,True,False,,CAYENNE,CAYENNE,,PORSCHE CAYENNE,,,,PORSCHE,,[]
,,7eccf9a59601f4b8330888ea9bae42b5,[],[],,,,PORSCHE,True,False,,MACAN,MACAN,,PORSCHE MACAN,,,,PORSCHE,,[]
,,3e356cfba2d7cbfbe6d7251e22fcc449,[],[],,,,RANGE ROVER,True,False,,Evoque,Evoque,,RANGE ROVER Evoque,,,,RANGE ROVER,,[]
,,d697d5a77d4d18624279bfbbe91ae4db,[],[],,,,RANGE ROVER,True,False,,HSE,HSE,,RANGE ROVER HSE,,,,RANGE ROVER,,[]
,,6c829d78c236ea33aefb570f3f24236c,[],[],,,,RANGE ROVER,True,False,,SPORT,SPORT,,RANGE ROVER SPORT,,,,RANGE ROVER,,[]
,,fd3f4475d537ef13b89b73d498a7c61a,[],[],,,,RANGE ROVER,True,False,,SVR,SVR,,RANGE ROVER SVR,,,,RANGE ROVER,,[]
,,ae9ccc3b5d0d9e15fb4fc4d2ba52060d,[],[],,,,RANGE ROVER,True,False,,VELAR,VELAR,,RANGE ROVER VELAR,,,,RANGE ROVER,,[]
,,b3314931e6193398a2c3ae2b68eeb013,[],[],,,,RANGE ROVER,True,False,,VOGUE,VOGUE,,RANGE ROVER VOGUE,,,,RANGE ROVER,,[]
,,e54d4c3af0f04d7c13d3c544341cf1f7,[],[],,,,ROLLS ROYCE,True,False,,CULLINAN,CULLINAN,,ROLLS ROYCE CULLINAN,,,,ROLLS ROYCE,,[]
,,fa947d75a39b203983fd0159f61b2498,[],[],,,,ROLLS ROYCE,True,False,,DAWN,DAWN,,ROLLS ROYCE DAWN,,,,ROLLS ROYCE,,[]
,,5b5f24333f3731debbcfd3e8a6ef5282,[],[],,,,ROLLS ROYCE,True,False,,GHOST,GHOST,,ROLLS ROYCE GHOST,,,,ROLLS ROYCE,,[]
,,218002f90e3c1f5760704e558c00ee60,[],[],,,,ROLLS ROYCE,True,False,,WRAITH,WRAITH,,ROLLS ROYCE WRAITH,,,,ROLLS ROYCE,,[]
,,6a98e202484d63a706fb450fee1e6d8d,[],[],,,,SUZUKI,True,False,,JIMNY,JIMNY,,SUZUKI JIMNY,,,,SUZUKI,,[]
,,6fd5f30181d6d5e84c2ba585c8366dbb,[],[],,,,TOYOTA,True,False,,YARIS,YARIS,,TOYOTA YARIS,,,,TOYOTA,,[]
