view,status,model_specifications_x,location,id,leasing_stats,model_id,number,taxi_company,registry_manufacturer,model_specifications_y,fuel_type,first_maintenance_mileage,intermediate_maintenance_mileage,maintenance_mileage,merge_name,image_map_url_3x,registry_model,image_large_url,deprecated,merge_short_name,image_small_url,fuel_cap_side,image_pin_url_3x,fuel_distance_enabled,image_map_url_2x,tyres_info,default_tags,image_pin_url_2x,merge_manufacturer
0,no_telematics,"[{'name': '_IsSimilarCars', 'value_localized': 'false', 'value': 'false', 'name_localized': 'Similar', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__IsSimilarCars'}, {'name': 'Year', 'value_localized': '2018', 'value': '2018', 'name_localized': 'Year', 'icon_localized': 'model.specification.Year.default_icon', 'value_parsed': 2018, 'id': '016cc461-e966-445d-8e18-abd9f38a21c1_Year'}, {'name': '_Order', 'value_localized': '172', 'value': '172', 'name_localized': 'Order', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 172, 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__Order'}, {'name': '_Price', 'value_localized': '2300', 'value': '2300', 'name_localized': 'model.specification._Price.name', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 2300, 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__Price'}, {'name': '_Model', 'value_localized': 'Huracan', 'value': 'Huracan', 'name_localized': 'Model', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__Model'}, {'name': '_Manufactory', 'value_localized': 'Lamborghini', 'value': 'Lamborghini', 'name_localized': 'Brand', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__Manufactory'}, {'name': '_Class', 'value_localized': 'Sport', 'value': 'Sport', 'name_localized': 'Class', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__Class'}, {'name': '_BodyType', 'value_localized': 'Coupe', 'value': 'Coupe', 'name_localized': 'Body type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__BodyType'}, {'name': '_Transmission', 'value_localized': 'Automatic / semi-automatic', 'value': 'Automatic / semi-automatic', 'name_localized': 'Transmission', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__Transmission'}, {'name': '_Year', 'value_localized': '2018', 'value': '2018', 'name_localized': 'Year', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 2018, 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__Year'}, {'name': '_EngineCapacity', 'value_localized': '5.2', 'value': '5.2', 'name_localized': 'Engine capacity', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5.199999809, 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__EngineCapacity'}, {'name': '_DriveType', 'value_localized': 'Rear wheel', 'value': 'Rear wheel', 'name_localized': 'Drive type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__DriveType'}, {'name': '_PowerHP', 'value_localized': '640', 'value': '640', 'name_localized': 'Horsepower', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 640, 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__PowerHP'}, {'name': '_0100kmh', 'value_localized': '3', 'value': '3', 'name_localized': '0-100 km/h', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 3, 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__0100kmh'}, {'name': '_MaxSpeed', 'value_localized': '310', 'value': '310', 'name_localized': 'Max. speed', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 310, 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__MaxSpeed'}, {'name': '_Seats', 'value_localized': '2', 'value': '2', 'name_localized': 'Seats', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 2, 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__Seats'}, {'name': '_Doors', 'value_localized': '2', 'value': '2', 'name_localized': 'Doors', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 2, 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__Doors'}, {'name': '_Color', 'value_localized': 'Green', 'value': 'Green', 'name_localized': 'Color', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__Color'}, {'name': '_show_in_aggregator', 'value_localized': 'true', 'value': 'true', 'name_localized': 'model.specification._show_in_aggregator.name', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__show_in_aggregator'}, {'name': '_Features', 'value_localized': 'Android Auto, Apple CarPlay, Brake Assist Technology, Leather seats, Race drive mode, Traction Control System (TCS)', 'value': ['Android Auto', 'Apple CarPlay', 'Brake Assist Technology', 'Leather seats', 'Race drive mode', 'Traction Control System (TCS)'], 'name_localized': 'Features', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__Features'}, {'name': '_IsInstantConfirm', 'value_localized': 'true', 'value': 'true', 'name_localized': 'Instant confirmation', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '016cc461-e966-445d-8e18-abd9f38a21c1__IsInstantConfirm'}]",,016cc461-e966-445d-8e18-abd9f38a21c1,{},147df7047572fcd746ffa3a08513a2ec,q7507,"{'name': 'Rotana car rental', 'id': 'company_tag_name_Rotana_car_rental'}",LAMBORGHINI,[],,,,,LAMBORGHINI HURACAN,,HURACAN,,False,HURACAN,,,,True,,[],[],,LAMBORGHINI
6,no_telematics,"[{'name': 'Year', 'value_localized': '2022', 'value': '2022', 'name_localized': 'Year', 'icon_localized': 'model.specification.Year.default_icon', 'value_parsed': 2022, 'id': '045b7d2c-d88b-487e-8bb8-e102e5a2e9af_Year'}, {'name': '_Model', 'value_localized': 'Urus', 'value': 'Urus', 'name_localized': 'Model', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '045b7d2c-d88b-487e-8bb8-e102e5a2e9af__Model'}, {'name': '_Manufactory', 'value_localized': 'Lamborghini', 'value': 'Lamborghini', 'name_localized': 'Brand', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '045b7d2c-d88b-487e-8bb8-e102e5a2e9af__Manufactory'}, {'name': '_Class', 'value_localized': 'Sport', 'value': 'Sport', 'name_localized': 'Class', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '045b7d2c-d88b-487e-8bb8-e102e5a2e9af__Class'}, {'name': '_BodyType', 'value_localized': 'SUV / Off-road', 'value': 'SUV / Off-road', 'name_localized': 'Body type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '045b7d2c-d88b-487e-8bb8-e102e5a2e9af__BodyType'}, {'name': '_Transmission', 'value_localized': 'Automatic / semi-automatic', 'value': 'Automatic / semi-automatic', 'name_localized': 'Transmission', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '045b7d2c-d88b-487e-8bb8-e102e5a2e9af__Transmission'}, {'name': '_Year', 'value_localized': '2022', 'value': '2022', 'name_localized': 'Year', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 2022, 'id': '045b7d2c-d88b-487e-8bb8-e102e5a2e9af__Year'}, {'name': '_EngineCapacity', 'value_localized': '4', 'value': '4', 'name_localized': 'Engine capacity', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 4, 'id': '045b7d2c-d88b-487e-8bb8-e102e5a2e9af__EngineCapacity'}, {'name': '_DriveType', 'value_localized': 'Full wheel', 'value': 'Full wheel', 'name_localized': 'Drive type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '045b7d2c-d88b-487e-8bb8-e102e5a2e9af__DriveType'}, {'name': '_PowerHP', 'value_localized': '650', 'value': '650', 'name_localized': 'Horsepower', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 650, 'id': '045b7d2c-d88b-487e-8bb8-e102e5a2e9af__PowerHP'}, {'name': '_0100kmh', 'value_localized': '3.6', 'value': '3.6', 'name_localized': '0-100 km/h', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 3.599999905, 'id': '045b7d2c-d88b-487e-8bb8-e102e5a2e9af__0100kmh'}, {'name': '_MaxSpeed', 'value_localized': '305', 'value': '305', 'name_localized': 'Max. speed', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 305, 'id': '045b7d2c-d88b-487e-8bb8-e102e5a2e9af__MaxSpeed'}, {'name': '_Seats', 'value_localized': '5', 'value': '5', 'name_localized': 'Seats', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5, 'id': '045b7d2c-d88b-487e-8bb8-e102e5a2e9af__Seats'}, {'name': '_Doors', 'value_localized': '5', 'value': '5', 'name_localized': 'Doors', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5, 'id': '045b7d2c-d88b-487e-8bb8-e102e5a2e9af__Doors'}, {'name': '_IsInstantConfirm', 'value_localized': 'true', 'value': 'true', 'name_localized': 'Instant confirmation', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '045b7d2c-d88b-487e-8bb8-e102e5a2e9af__IsInstantConfirm'}]",,045b7d2c-d88b-487e-8bb8-e102e5a2e9af,{},07cdcef87ce2ffe64a96f05ce895a6c6,u30306,"{'name': 'Rotana car rental', 'id': 'company_tag_name_Rotana_car_rental'}",LAMBORGHINI,[],,,,,LAMBORGHINI URUS MY20,,URUS MY20,,False,URUS MY20,,,,True,,[],[],,LAMBORGHINI
8,no_telematics,"[{'name': 'Year', 'value_localized': '2023', 'value': '2023', 'name_localized': 'Year', 'icon_localized': 'model.specification.Year.default_icon', 'value_parsed': 2023, 'id': '06d0725c-1473-45a9-9bf7-282f17f1f43f_Year'}, {'name': '_Model', 'value_localized': 'Escalade', 'value': 'Escalade', 'name_localized': 'Model', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '06d0725c-1473-45a9-9bf7-282f17f1f43f__Model'}, {'name': '_Manufactory', 'value_localized': 'Cadillac', 'value': 'Cadillac', 'name_localized': 'Brand', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '06d0725c-1473-45a9-9bf7-282f17f1f43f__Manufactory'}, {'name': '_Class', 'value_localized': 'Business', 'value': 'Business', 'name_localized': 'Class', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '06d0725c-1473-45a9-9bf7-282f17f1f43f__Class'}, {'name': '_BodyType', 'value_localized': 'SUV / Off-road', 'value': 'SUV / Off-road', 'name_localized': 'Body type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '06d0725c-1473-45a9-9bf7-282f17f1f43f__BodyType'}, {'name': '_Transmission', 'value_localized': 'Automatic / semi-automatic', 'value': 'Automatic / semi-automatic', 'name_localized': 'Transmission', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '06d0725c-1473-45a9-9bf7-282f17f1f43f__Transmission'}, {'name': '_Year', 'value_localized': '2023', 'value': '2023', 'name_localized': 'Year', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 2023, 'id': '06d0725c-1473-45a9-9bf7-282f17f1f43f__Year'}, {'name': '_EngineCapacity', 'value_localized': '6.2', 'value': '6.2', 'name_localized': 'Engine capacity', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 6.199999809, 'id': '06d0725c-1473-45a9-9bf7-282f17f1f43f__EngineCapacity'}, {'name': '_DriveType', 'value_localized': 'Full wheel', 'value': 'Full wheel', 'name_localized': 'Drive type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '06d0725c-1473-45a9-9bf7-282f17f1f43f__DriveType'}, {'name': '_PowerHP', 'value_localized': '416', 'value': '416', 'name_localized': 'Horsepower', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 416, 'id': '06d0725c-1473-45a9-9bf7-282f17f1f43f__PowerHP'}, {'name': '_0100kmh', 'value_localized': '6.6', 'value': '6.6', 'name_localized': '0-100 km/h', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 6.599999905, 'id': '06d0725c-1473-45a9-9bf7-282f17f1f43f__0100kmh'}, {'name': '_MaxSpeed', 'value_localized': '200', 'value': '200', 'name_localized': 'Max. speed', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 200, 'id': '06d0725c-1473-45a9-9bf7-282f17f1f43f__MaxSpeed'}, {'name': '_Seats', 'value_localized': '7', 'value': '7', 'name_localized': 'Seats', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 7, 'id': '06d0725c-1473-45a9-9bf7-282f17f1f43f__Seats'}, {'name': '_Doors', 'value_localized': '5', 'value': '5', 'name_localized': 'Doors', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5, 'id': '06d0725c-1473-45a9-9bf7-282f17f1f43f__Doors'}, {'name': '_IsInstantConfirm', 'value_localized': 'true', 'value': 'true', 'name_localized': 'Instant confirmation', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '06d0725c-1473-45a9-9bf7-282f17f1f43f__IsInstantConfirm'}]",,06d0725c-1473-45a9-9bf7-282f17f1f43f,{},7b82af098941748087f15effc9b3db35,q83030,"{'name': 'Rotana car rental', 'id': 'company_tag_name_Rotana_car_rental'}",CADILLAC,[],,,,,CADILLAC ESCALADE,,ESCALADE,,False,ESCALADE,,,,True,,[],[],,CADILLAC
10,no_telematics,"[{'name': 'Year', 'value_localized': '2020', 'value': '2020', 'name_localized': 'Year', 'icon_localized': 'model.specification.Year.default_icon', 'value_parsed': 2020, 'id': '07fbc8cf-53e8-4527-8398-bc7f8f85c8b2_Year'}, {'name': '_Model', 'value_localized': 'Escalade', 'value': 'Escalade', 'name_localized': 'Model', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '07fbc8cf-53e8-4527-8398-bc7f8f85c8b2__Model'}, {'name': '_Manufactory', 'value_localized': 'Cadillac', 'value': 'Cadillac', 'name_localized': 'Brand', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '07fbc8cf-53e8-4527-8398-bc7f8f85c8b2__Manufactory'}, {'name': '_Class', 'value_localized': 'Business', 'value': 'Business', 'name_localized': 'Class', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '07fbc8cf-53e8-4527-8398-bc7f8f85c8b2__Class'}, {'name': '_BodyType', 'value_localized': 'SUV / Off-road', 'value': 'SUV / Off-road', 'name_localized': 'Body type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '07fbc8cf-53e8-4527-8398-bc7f8f85c8b2__BodyType'}, {'name': '_Transmission', 'value_localized': 'Automatic / semi-automatic', 'value': 'Automatic / semi-automatic', 'name_localized': 'Transmission', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '07fbc8cf-53e8-4527-8398-bc7f8f85c8b2__Transmission'}, {'name': '_Year', 'value_localized': '2020', 'value': '2020', 'name_localized': 'Year', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 2020, 'id': '07fbc8cf-53e8-4527-8398-bc7f8f85c8b2__Year'}, {'name': '_EngineCapacity', 'value_localized': '6.2', 'value': '6.2', 'name_localized': 'Engine capacity', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 6.199999809, 'id': '07fbc8cf-53e8-4527-8398-bc7f8f85c8b2__EngineCapacity'}, {'name': '_DriveType', 'value_localized': 'Full wheel', 'value': 'Full wheel', 'name_localized': 'Drive type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '07fbc8cf-53e8-4527-8398-bc7f8f85c8b2__DriveType'}, {'name': '_PowerHP', 'value_localized': '416', 'value': '416', 'name_localized': 'Horsepower', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 416, 'id': '07fbc8cf-53e8-4527-8398-bc7f8f85c8b2__PowerHP'}, {'name': '_0100kmh', 'value_localized': '6.6', 'value': '6.6', 'name_localized': '0-100 km/h', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 6.599999905, 'id': '07fbc8cf-53e8-4527-8398-bc7f8f85c8b2__0100kmh'}, {'name': '_MaxSpeed', 'value_localized': '200', 'value': '200', 'name_localized': 'Max. speed', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 200, 'id': '07fbc8cf-53e8-4527-8398-bc7f8f85c8b2__MaxSpeed'}, {'name': '_Seats', 'value_localized': '7', 'value': '7', 'name_localized': 'Seats', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 7, 'id': '07fbc8cf-53e8-4527-8398-bc7f8f85c8b2__Seats'}, {'name': '_Doors', 'value_localized': '5', 'value': '5', 'name_localized': 'Doors', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5, 'id': '07fbc8cf-53e8-4527-8398-bc7f8f85c8b2__Doors'}, {'name': '_IsInstantConfirm', 'value_localized': 'true', 'value': 'true', 'name_localized': 'Instant confirmation', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '07fbc8cf-53e8-4527-8398-bc7f8f85c8b2__IsInstantConfirm'}]",,07fbc8cf-53e8-4527-8398-bc7f8f85c8b2,{},7b82af098941748087f15effc9b3db35,l62020,"{'name': 'Rotana car rental', 'id': 'company_tag_name_Rotana_car_rental'}",CADILLAC,[],,,,,CADILLAC ESCALADE,,ESCALADE,,False,ESCALADE,,,,True,,[],[],,CADILLAC
12,no_telematics,"[{'name': 'Year', 'value_localized': '2023', 'value': '2023', 'name_localized': 'Year', 'icon_localized': 'model.specification.Year.default_icon', 'value_parsed': 2023, 'id': '086f675d-9041-4f9a-b417-e6fad5d14e07_Year'}, {'name': '_Model', 'value_localized': 'G-Class', 'value': 'G-Class', 'name_localized': 'Model', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '086f675d-9041-4f9a-b417-e6fad5d14e07__Model'}, {'name': '_Manufactory', 'value_localized': 'Mercedes', 'value': 'Mercedes', 'name_localized': 'Brand', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '086f675d-9041-4f9a-b417-e6fad5d14e07__Manufactory'}, {'name': '_Class', 'value_localized': 'Business', 'value': 'Business', 'name_localized': 'Class', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '086f675d-9041-4f9a-b417-e6fad5d14e07__Class'}, {'name': '_BodyType', 'value_localized': 'SUV / Off-road', 'value': 'SUV / Off-road', 'name_localized': 'Body type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '086f675d-9041-4f9a-b417-e6fad5d14e07__BodyType'}, {'name': '_Transmission', 'value_localized': 'Automatic / semi-automatic', 'value': 'Automatic / semi-automatic', 'name_localized': 'Transmission', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '086f675d-9041-4f9a-b417-e6fad5d14e07__Transmission'}, {'name': '_Year', 'value_localized': '2023', 'value': '2023', 'name_localized': 'Year', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 2023, 'id': '086f675d-9041-4f9a-b417-e6fad5d14e07__Year'}, {'name': '_EngineCapacity', 'value_localized': '4.0', 'value': '4.0', 'name_localized': 'Engine capacity', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 4, 'id': '086f675d-9041-4f9a-b417-e6fad5d14e07__EngineCapacity'}, {'name': '_DriveType', 'value_localized': 'Full wheel', 'value': 'Full wheel', 'name_localized': 'Drive type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '086f675d-9041-4f9a-b417-e6fad5d14e07__DriveType'}, {'name': '_PowerHP', 'value_localized': '595', 'value': '595', 'name_localized': 'Horsepower', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 595, 'id': '086f675d-9041-4f9a-b417-e6fad5d14e07__PowerHP'}, {'name': '_0100kmh', 'value_localized': '4.4', 'value': '4.4', 'name_localized': '0-100 km/h', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 4.400000095, 'id': '086f675d-9041-4f9a-b417-e6fad5d14e07__0100kmh'}, {'name': '_MaxSpeed', 'value_localized': '220', 'value': '220', 'name_localized': 'Max. speed', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 220, 'id': '086f675d-9041-4f9a-b417-e6fad5d14e07__MaxSpeed'}, {'name': '_Seats', 'value_localized': '5', 'value': '5', 'name_localized': 'Seats', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5, 'id': '086f675d-9041-4f9a-b417-e6fad5d14e07__Seats'}, {'name': '_Doors', 'value_localized': '5', 'value': '5', 'name_localized': 'Doors', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5, 'id': '086f675d-9041-4f9a-b417-e6fad5d14e07__Doors'}, {'name': '_IsInstantConfirm', 'value_localized': 'true', 'value': 'true', 'name_localized': 'Instant confirmation', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '086f675d-9041-4f9a-b417-e6fad5d14e07__IsInstantConfirm'}]",,086f675d-9041-4f9a-b417-e6fad5d14e07,{},9cb5734174a469748febc0f6f7b62d09,u4813,"{'name': 'Rotana car rental', 'id': 'company_tag_name_Rotana_car_rental'}",MERCEDES,[],,,,,MERCEDES G63,,G63,,False,G63,,,,True,,[],[],,MERCEDES
6,no_telematics,"[{'name': 'Year', 'value_localized': '2022', 'value': '2022', 'name_localized': 'Year', 'icon_localized': 'model.specification.Year.default_icon', 'value_parsed': 2022, 'id': '0f0deb58-7ebe-4dfc-9343-da16c1416a33_Year'}, {'name': '_Model', 'value_localized': 'Urus', 'value': 'Urus', 'name_localized': 'Model', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0f0deb58-7ebe-4dfc-9343-da16c1416a33__Model'}, {'name': '_Manufactory', 'value_localized': 'Lamborghini', 'value': 'Lamborghini', 'name_localized': 'Brand', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0f0deb58-7ebe-4dfc-9343-da16c1416a33__Manufactory'}, {'name': '_Class', 'value_localized': 'Sport', 'value': 'Sport', 'name_localized': 'Class', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0f0deb58-7ebe-4dfc-9343-da16c1416a33__Class'}, {'name': '_BodyType', 'value_localized': 'SUV / Off-road', 'value': 'SUV / Off-road', 'name_localized': 'Body type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0f0deb58-7ebe-4dfc-9343-da16c1416a33__BodyType'}, {'name': '_Transmission', 'value_localized': 'Automatic / semi-automatic', 'value': 'Automatic / semi-automatic', 'name_localized': 'Transmission', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0f0deb58-7ebe-4dfc-9343-da16c1416a33__Transmission'}, {'name': '_Year', 'value_localized': '2022', 'value': '2022', 'name_localized': 'Year', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 2022, 'id': '0f0deb58-7ebe-4dfc-9343-da16c1416a33__Year'}, {'name': '_EngineCapacity', 'value_localized': '4', 'value': '4', 'name_localized': 'Engine capacity', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 4, 'id': '0f0deb58-7ebe-4dfc-9343-da16c1416a33__EngineCapacity'}, {'name': '_DriveType', 'value_localized': 'Full wheel', 'value': 'Full wheel', 'name_localized': 'Drive type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0f0deb58-7ebe-4dfc-9343-da16c1416a33__DriveType'}, {'name': '_PowerHP', 'value_localized': '650', 'value': '650', 'name_localized': 'Horsepower', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 650, 'id': '0f0deb58-7ebe-4dfc-9343-da16c1416a33__PowerHP'}, {'name': '_0100kmh', 'value_localized': '3.6', 'value': '3.6', 'name_localized': '0-100 km/h', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 3.599999905, 'id': '0f0deb58-7ebe-4dfc-9343-da16c1416a33__0100kmh'}, {'name': '_MaxSpeed', 'value_localized': '305', 'value': '305', 'name_localized': 'Max. speed', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 305, 'id': '0f0deb58-7ebe-4dfc-9343-da16c1416a33__MaxSpeed'}, {'name': '_Seats', 'value_localized': '5', 'value': '5', 'name_localized': 'Seats', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5, 'id': '0f0deb58-7ebe-4dfc-9343-da16c1416a33__Seats'}, {'name': '_Doors', 'value_localized': '5', 'value': '5', 'name_localized': 'Doors', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5, 'id': '0f0deb58-7ebe-4dfc-9343-da16c1416a33__Doors'}, {'name': '_IsInstantConfirm', 'value_localized': 'true', 'value': 'true', 'name_localized': 'Instant confirmation', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0f0deb58-7ebe-4dfc-9343-da16c1416a33__IsInstantConfirm'}]",,0f0deb58-7ebe-4dfc-9343-da16c1416a33,{},07cdcef87ce2ffe64a96f05ce895a6c6,q90905,"{'name': 'Rotana car rental', 'id': 'company_tag_name_Rotana_car_rental'}",LAMBORGHINI,[],,,,,LAMBORGHINI URUS MY20,,URUS MY20,,False,URUS MY20,,,,True,,[],[],,LAMBORGHINI
