stage,until,type,offer_id,user_id,status_title,tag_id,status,since
,1722252600,on_hold,,,rental.status.on_hold.title,19af730b-3cfd-45b7-bb7e-e45c5d72b3a6,on_hold,1722166200
,1722432600,on_hold,,,rental.status.on_hold.title,e752daed-18a6-400a-92a5-9ba568dc9d41,on_hold,1722346200
,1722609295,on_hold,,,rental.status.on_hold.title,7104bb27-2d3a-4d5e-9b00-c21527022f04,on_hold,1722522895
,1722161700,on_hold,,,rental.status.on_hold.title,85d71fef-3611-4b84-bbce-460bd37c126e,on_hold,1722075300
,1722174600,on_hold,,,rental.status.on_hold.title,9714c2e0-5b9a-424c-9658-941d57d277dd,on_hold,1722161700
,1722360600,on_hold,,,rental.status.on_hold.title,28230f61-8ba6-40f3-bb5c-0703422781d1,on_hold,1722274200
,1722533216,on_hold,,,rental.status.on_hold.title,c27fa44b-c482-46b7-aa3a-1907caa5d1d7,on_hold,1722446816
,1722429000,on_hold,,,rental.status.on_hold.title,6d510c17-931b-4d1a-bae7-c578c3316b04,on_hold,1722342600
,1722007837,on_hold,,,rental.status.on_hold.title,9c000e57-f364-47c0-a731-b717e02933ce,on_hold,1719415837
,1722262246,on_hold,,,rental.status.on_hold.title,0bb7c8dd-8584-4c7b-89a0-37e31cf045ae,on_hold,1722175846
,1722163200,on_hold,,,rental.status.on_hold.title,22f34fb7-78f1-4da6-87fd-77856e3a5005,on_hold,1722076800
,1722596400,on_hold,,,rental.status.on_hold.title,ceb31b70-891a-4438-9acd-7fabcb735ce1,on_hold,1722510000
,1722516000,on_hold,,,rental.status.on_hold.title,c0754395-a6c8-4030-99e2-3f10bbdd4a6c,on_hold,1722429600
,1722513600,on_hold,,,rental.status.on_hold.title,579e39ce-c42f-493e-8882-bdce89888b22,on_hold,1722427200
,1722516000,on_hold,,,rental.status.on_hold.title,ec9fda98-4949-4afd-9793-37581a40670b,on_hold,1722429600
,1722588900,on_hold,,,rental.status.on_hold.title,510e8645-5365-4383-9709-ce28797b4d4e,on_hold,1722516000
,1722233869,on_hold,,,rental.status.on_hold.title,396af2fd-1408-475a-a403-71da38ca966c,on_hold,1721974669
,1722282900,on_hold,,,rental.status.on_hold.title,59a17c54-2ad4-4cf1-800f-b90b56f5f251,on_hold,1722233869
,1723013628,on_hold,,,rental.status.on_hold.title,9fd7ef29-37fa-43ba-a0b4-ce6c7b317a22,on_hold,1722282900
,1722000000,on_hold,,,rental.status.on_hold.title,2046a3ec-fdb0-4272-b87a-003ff2494f0f,on_hold,1721913600
,1722266700,on_hold,,,rental.status.on_hold.title,13dd8575-5279-42d9-9736-a66eb14d68b0,on_hold,1722180300
,1722021900,on_hold,,,rental.status.on_hold.title,6fd1e517-53a7-430c-bed6-9e06be38566d,on_hold,1721935500
,1722673200,on_hold,,,rental.status.on_hold.title,ff1b3e7b-241b-424e-8c62-6a03d48c1e47,on_hold,1722154800
,1722415800,on_hold,,,rental.status.on_hold.title,141adfc5-b821-4edd-92db-efe3179b8245,on_hold,1722156600
,1722499200,on_hold,,,rental.status.on_hold.title,3d8d6de3-a323-4f12-98ba-061bbbde7760,on_hold,1722415800
,1722412200,on_hold,,,rental.status.on_hold.title,a6439997-e627-4a86-979e-369efba92712,on_hold,1722239400
,1722499200,on_hold,,,rental.status.on_hold.title,03bc40c8-19e3-4e24-86dd-b19d3247440e,on_hold,1722412800
,1722577872,on_hold,,,rental.status.on_hold.title,00c278c9-cae0-43ae-9955-892d37e2dab9,on_hold,1722499200
,1722069300,on_hold,,,rental.status.on_hold.title,78ae80e5-2638-43b3-a6c8-c5bf7c3f67dc,on_hold,1721982900
,1722514800,on_hold,,,rental.status.on_hold.title,ca5206ae-2222-4584-a4e2-8e50ad3285f8,on_hold,1722428400
,1721993470,on_hold,,,rental.status.on_hold.title,0686c3f8-0f88-45f3-92e2-d9a196e1bc3a,on_hold,1721907070
,1722491311,on_hold,,,rental.status.on_hold.title,ed2f3db5-5440-41a0-b98b-bec158b7c616,on_hold,1722404911
,1722182400,on_hold,,,rental.status.on_hold.title,d44fef6c-972a-49a7-9904-17652977fc64,on_hold,1722096000
,1722600600,on_hold,,,rental.status.on_hold.title,dba19817-facd-4ce7-a074-20af4f0d0514,on_hold,1722514200
,1721997000,on_hold,,,rental.status.on_hold.title,2d81e438-695e-4383-befb-27b4f073ed11,on_hold,1721910600
,1722488759,on_hold,,,rental.status.on_hold.title,3ea287f7-cb5e-4448-aafb-a56483016fd4,on_hold,1721883959
,1722604500,on_hold,,,rental.status.on_hold.title,e7eaffdd-5195-4479-ada5-43781c94316a,on_hold,1722518100
,1721996400,on_hold,,,rental.status.on_hold.title,15cee056-ea18-49f1-be0a-82ab19037b28,on_hold,1721910000
,1722258866,on_hold,,,rental.status.on_hold.title,470a5ae3-d5a8-4698-8a50-f5d63177f5fc,on_hold,1722172466
,1722526200,on_hold,,,rental.status.on_hold.title,c88b725e-cf6a-4bf7-89a3-377f76a39405,on_hold,1722439800
,1722103200,on_hold,,,rental.status.on_hold.title,e4a65c72-3e34-474c-bd99-39f426f88d93,on_hold,1722016800
,1722413700,on_hold,,,rental.status.on_hold.title,c76e83f1-e147-4609-8545-ef84cb92cd8f,on_hold,1722327300
,1722509700,on_hold,,,rental.status.on_hold.title,e9f8820e-8049-41f2-b8aa-e1373a0616b8,on_hold,1722423300
,1723186800,on_hold,,,rental.status.on_hold.title,6ae41166-f128-4102-9584-c1f7a4002c51,on_hold,1722509700
,1722005862,on_hold,,,rental.status.on_hold.title,deaffc30-4ac8-4928-acfa-1db3e2676e15,on_hold,1721833062
,1722369300,on_hold,,,rental.status.on_hold.title,5c23404b-6039-4c7f-9e22-7b6321d72f93,on_hold,1722282900
,1722508800,on_hold,,,rental.status.on_hold.title,7552b35f-9012-4533-b748-9781473f8b79,on_hold,1722249600
,1723263300,on_hold,,,rental.status.on_hold.title,e93aba59-2c8d-4737-85e3-ba7162ca51f2,on_hold,1722226500
,1722263400,on_hold,,,rental.status.on_hold.title,4d8a5d0b-2406-4a59-a858-6d0901effe08,on_hold,1722177000
,1722272400,on_hold,,,rental.status.on_hold.title,2d085f9c-0154-44c6-873e-4f144029cdcc,on_hold,1722263400
,1722611400,on_hold,,,rental.status.on_hold.title,94402028-9e7d-4494-8429-9dcd8da65fa6,on_hold,1722525000
,1722006000,on_hold,,,rental.status.on_hold.title,80c49681-7ead-4401-94e2-b5492d880674,on_hold,1721919600
,1722239159,on_hold,,,rental.status.on_hold.title,f77d8778-3ed6-4016-aeac-9cda98c7ccad,on_hold,1722152759
,1722359400,on_hold,,,rental.status.on_hold.title,2157efac-ac98-4177-8f66-c3ff2c91d6aa,on_hold,1722273000
,1722233073,on_hold,,,rental.status.on_hold.title,e92ad24d-8500-48c2-80e0-bee5721178ef,on_hold,1722060273
,1722523116,on_hold,,,rental.status.on_hold.title,de99c328-d311-4ecd-a88a-7cb9f73f6bff,on_hold,1722350316
,1722415500,on_hold,,,rental.status.on_hold.title,7e022b8d-49ae-4424-a2dc-dc23416448a6,on_hold,1722329100
,1722619500,on_hold,,,rental.status.on_hold.title,8a44e445-edb9-40a9-bfe4-d91f83386572,on_hold,1722533100
,1722520813,on_hold,,,rental.status.on_hold.title,0eb7b649-2f1a-4707-af1e-b291dfa08158,on_hold,1722434413
,1722438000,on_hold,,,rental.status.on_hold.title,09eb889c-93d5-4272-ab4a-3923f07436e7,on_hold,1722351600
,1722581739,on_hold,,,rental.status.on_hold.title,1d3f4ed5-a682-4126-b29a-8990a50ac26a,on_hold,1722495339
,1722414300,on_hold,,,rental.status.on_hold.title,e8331d03-4aee-40de-b88b-cc90936e1bbd,on_hold,1722241500
,1722518100,on_hold,,,rental.status.on_hold.title,f632e970-88f9-4e9a-b207-21ef9f379b90,on_hold,1722431700
,1722012900,on_hold,,,rental.status.on_hold.title,771f0923-b25a-4bf2-9702-109ebd3d1bcc,on_hold,1721926500
,1722616500,on_hold,,,rental.status.on_hold.title,a8963f61-4377-44d1-84bf-78f6de418b01,on_hold,1722530100
