stage,until,type,offer_id,user_id,status_title,tag_id,status,since
,1722191100,on_hold,,,rental.status.on_hold.title,db625327-292a-4e78-a728-31964ed05114,on_hold,1721759100
,1722601500,on_hold,,,rental.status.on_hold.title,786f3a97-add0-48b8-b2e1-65f5f5fa3017,on_hold,1722515100
,1722274894,on_hold,,,rental.status.on_hold.title,c73e7cf8-7501-478e-9f02-5348891bb428,on_hold,1722188494
,1722063600,on_hold,,,rental.status.on_hold.title,5cd4efb9-11ff-4d07-b6ab-7bc870a01c87,on_hold,1721804400
,1722068400,on_hold,,,rental.status.on_hold.title,baa89f8b-2f18-4f54-9afb-2cb3fada16fc,on_hold,1722063600
,1722524400,on_hold,,,rental.status.on_hold.title,28b54204-ad4a-4944-a603-f8a59d38111e,on_hold,1722438000
,1722525160,on_hold,,,rental.status.on_hold.title,bf5f1406-e4ba-4d58-a208-766652fe944f,on_hold,1722438760
,1721980741,on_hold,,,rental.status.on_hold.title,697cef1d-f0fd-4d2c-b553-24db02c1008b,on_hold,1721894341
,1722079500,on_hold,,,rental.status.on_hold.title,0a295ea0-115f-4fd7-a538-2be35bf411a8,on_hold,1721993100
,1722513600,on_hold,,,rental.status.on_hold.title,d4f0bace-69e6-48c8-9211-ef1fd1733280,on_hold,1722427200
,1722075000,on_hold,,,rental.status.on_hold.title,41a4720e-0e5b-4f6f-b46b-dd3a74892cc2,on_hold,1721988600
,1722178413,on_hold,,,rental.status.on_hold.title,8433f63b-f87c-4fe3-816b-2ff87d29340d,on_hold,1722092013
,1722250200,on_hold,,,rental.status.on_hold.title,9f949ffd-c2ad-4134-85d7-e241db44d0ba,on_hold,1722178413
,1722597910,on_hold,,,rental.status.on_hold.title,a3bd3abb-ff7a-4729-b8bb-ecdfc643ce27,on_hold,1722425110
,1722011400,on_hold,,,rental.status.on_hold.title,9d2a8e69-7c1f-4aa7-8c2b-7ef11b5e1032,on_hold,1721925000
,1722175852,on_hold,,,rental.status.on_hold.title,d49c6990-3f51-47d4-b904-507e4e649456,on_hold,1722089452
,1722772910,on_hold,,,rental.status.on_hold.title,8c497bbc-7799-44de-b03e-efaf010bbc1f,on_hold,1722175852
,1722153600,on_hold,,,rental.status.on_hold.title,5b6211b8-77a4-45e6-a6b7-5420bdfdb1c4,on_hold,1722067200
,1722584400,on_hold,,,rental.status.on_hold.title,f92a036b-3c96-46e3-8e93-9dcd06fbae89,on_hold,1722498000
,1722082985,on_hold,,,rental.status.on_hold.title,fbf67a66-e38d-4909-bc8c-41abb42b857e,on_hold,1721996585
,1722275142,on_hold,,,rental.status.on_hold.title,9bc49fa6-6e4b-4e5d-868a-e5fe1446bc8e,on_hold,1721929542
,1722358800,on_hold,,,rental.status.on_hold.title,44225d68-de7d-4eb9-8461-388eba938efb,on_hold,1722275142
,1722342600,on_hold,,,rental.status.on_hold.title,cc104bb1-76d9-4606-ab5f-001b9354cbc2,on_hold,1722256200
,1722845700,on_hold,,,rental.status.on_hold.title,c997c62c-b084-49b8-a3d0-be17e5a7896b,on_hold,1722342600
,1722342600,on_hold,,,rental.status.on_hold.title,4d78703e-e6a3-4a36-ae68-77f6ba4fd619,on_hold,1722256200
,1721965500,on_hold,,,rental.status.on_hold.title,c6d95da3-846b-407a-9dd2-48d867045491,on_hold,1721706300
,1724754600,on_hold,,,rental.status.on_hold.title,b740e62a-88bd-4d25-b9a3-6104423613f3,on_hold,1722162600
,1722255600,on_hold,,,rental.status.on_hold.title,794bbc74-b188-460e-8088-5b33befe6339,on_hold,1722169200
,1722085200,on_hold,,,rental.status.on_hold.title,3d067da0-b915-441a-88f5-2b1842794393,on_hold,1721826000
