since,offer_id,status,type,user_id,stage,status_title,until,tag_id
1722079080,,on_hold,on_hold,,,rental.status.on_hold.title,1722165480,7e5f3c94-5d09-4823-b42e-5c8d76f7b9c0
1722165480,,on_hold,on_hold,,,rental.status.on_hold.title,1722403500,4f6339ac-1bef-43db-bbea-3bec1d924ff2
