first_maintenance_mileage,image_pin_url_2x,code,default_tags,model_specifications,maintenance_mileage,intermediate_maintenance_mileage,fuel_cap_side,registry_manufacturer,fuel_distance_enabled,deprecated,image_pin_url_3x,registry_model,short_name,image_map_url_2x,name,fuel_type,image_large_url,image_small_url,manufacturer,image_map_url_3x,tyres_info
,,710ad3569e5b219e5e85862fb8e988f3,[],[],,,,MERCEDES,True,False,,GLC300,GLC300,,MERCEDES GLC300,,,,MERCEDES,,[]
,,76edd999e09c3f295f85bd575a04f4e0,[],[],,,,MERCEDES,True,False,,GLC300,GLC300,,MERCEDES GLC300,,,,MERCEDES,,[]
,,34e86ee34fa3d7620f961fc5430c31a7,[],[],,,,MERCEDES,True,False,,S450,S450,,MERCEDES S450,,,,MERCEDES,,[]
,,725100f2cb836e3b0f0cdd04280044bc,[],[],,,,MERCEDES,True,False,,S500,S500,,MERCEDES S500,,,,MERCEDES,,[]
,,47aa3c6fb7ed35cbb7d17b47e574c96c,[],[],,,,MERCEDES,True,False,,V250,V250,,MERCEDES V250,,,,MERCEDES,,[]
,,bb67c3a3599088dcba2b5befe541c52c,[],[],,,,MINI,True,False,,COOPER,COOPER,,MINI COOPER,,,,MINI,,[]
,,1b85492f8d696b672585631f3a2a14e6,[],[],,,,MINI,True,False,,COOPER CLUBMAN,COOPER CLUBMAN,,MINI COOPER CLUBMAN,,,,MINI,,[]
,,2e0b427ec8bc5f8787963b6af15972af,[],[],,,,Mercedes,True,False,,GLC200,GLC200,,Mercedes GLC200,,,,Mercedes,,[]
,,555d95a2acf2d0d4d28c0c2ee53a6ec6,[],[],,,,NISSAN,True,False,,MAXIMA,MAXIMA,,NISSAN MAXIMA,,,,NISSAN,,[]
,,7cb44b1486da2a65408bfc9ec6f565b3,[],[],,,,NISSAN,True,False,,NISMO,NISMO,,NISSAN NISMO,,,,NISSAN,,[]
,,b487ad2b22326aea1247eab91b632f76,[],[],,,,NISSAN,True,False,,PATHFINDER,PATHFINDER,,NISSAN PATHFINDER,,,,NISSAN,,[]
,,16f8c151798379a8b90d41601dfd02e5,[],[],,,,NISSAN,True,False,,PATROL,PATROL,,NISSAN PATROL,,,,NISSAN,,[]
,,9940643730cd377f5220bf1e0f2a00f3,[],[],,,,NISSAN,True,False,,PATROL,PATROL,,NISSAN PATROL,,,,NISSAN,,[]
,,9e85b6f93ebd18414c4702f87f763b7a,[],[],,,,NISSAN,True,False,,PATROL,PATROL,,NISSAN PATROL,,,,NISSAN,,[]
,,e77abcbf310aa12c56d7debb9ab01a88,[],[],,,,NISSAN,True,False,,PATROL,PATROL,,NISSAN PATROL,,,,NISSAN,,[]
,,f94bdda708dd1ad1361368742bd58e30,[],[],,,,NISSAN,True,False,,PATROL,PATROL,,NISSAN PATROL,,,,NISSAN,,[]
,,9ad8d0b19e956302c629364d8c36ef0d,[],[],,,,NISSAN,True,False,,PATROL TITANIUM,PATROL TITANIUM,,NISSAN PATROL TITANIUM,,,,NISSAN,,[]
,,808e79200b46a3493ffa161f6a61fdd3,[],[],,,,NISSAN,True,False,,ROGUE,ROGUE,,NISSAN ROGUE,,,,NISSAN,,[]
,,1ceef1aa8e1077ad94069b121cd04458,[],[],,,,NISSAN,True,False,,SUNNY,SUNNY,,NISSAN SUNNY,,,,NISSAN,,[]
,,562e19b447c3314caf531a4af524bce2,[],[],,,,NISSAN,True,False,,SUNNY,SUNNY,,NISSAN SUNNY,,,,NISSAN,,[]
,,242f4c070be24cc8e648ec16a1d7b43b,[],[],,,,NISSAN,True,False,,X-TRAIL,X-TRAIL,,NISSAN X-TRAIL,,,,NISSAN,,[]
,,2692e7504c6b3ddf8abebad1308bce0b,[],[],,,,NISSAN,True,False,,XTERRA,XTERRA,,NISSAN XTERRA,,,,NISSAN,,[]
,,7aef5930d678995afad28411a12aa8c6,[],[],,,,Nissan,True,False,,Patrol,Patrol,,Nissan Patrol,,,,Nissan,,[]
,,c56a0c064dba2e191fb8e8830ba75126,[],[],,,,Nissan,True,False,,Patrol,Patrol,,Nissan Patrol,,,,Nissan,,[]
,,655a8710abfd780c8d27d8a2f6575c0c,[],[],,,,PEUGEOT,True,False,,301,301,,PEUGEOT 301,,,,PEUGEOT,,[]
,,95d44bf8be229975518307dd0999ffd0,[],[],,,,PORSCHE,True,False,,BOXSTER,BOXSTER,,PORSCHE BOXSTER,,,,PORSCHE,,[]
,,985876eae39c351a9a06806fabb87ec9,[],[],,,,RANGE ROVER,True,False,,EVOQUE,EVOQUE,,RANGE ROVER EVOQUE,,,,RANGE ROVER,,[]
,,abdf00c96bb76faff47d69283fae1851,[],[],,,,RANGE ROVER,True,False,,EVOQUE,EVOQUE,,RANGE ROVER EVOQUE,,,,RANGE ROVER,,[]
,,0aa88102e95258c062795f66969cbdb2,[],[],,,,RANGE ROVER,True,False,,HSE,HSE,,RANGE ROVER HSE,,,,RANGE ROVER,,[]
,,14896eb7011d21ee5776ae684dc055e7,[],[],,,,RANGE ROVER,True,False,,HSE,HSE,,RANGE ROVER HSE,,,,RANGE ROVER,,[]
,,dc81b672bdf14ad4486e53eec6c37e6a,[],[],,,,RANGE ROVER,True,False,,HSE,HSE,,RANGE ROVER HSE,,,,RANGE ROVER,,[]
,,20c1f94c6c41c1f5064677b473073c8b,[],[],,,,RANGE ROVER,True,False,,SPORT,SPORT,,RANGE ROVER SPORT,,,,RANGE ROVER,,[]
,,271aa2dcfa5eb3d83ea41d3f9c858982,[],[],,,,RANGE ROVER,True,False,,SPORT,SPORT,,RANGE ROVER SPORT,,,,RANGE ROVER,,[]
,,43afb523e6646fe418d5d2360db84c5a,[],[],,,,RANGE ROVER,True,False,,SVR,SVR,,RANGE ROVER SVR,,,,RANGE ROVER,,[]
,,0a0e5db0551a795f97953374551b37aa,[],[],,,,RANGE ROVER,True,False,,VELAR,VELAR,,RANGE ROVER VELAR,,,,RANGE ROVER,,[]
,,1c75da00f75562a07a50960b67345c76,[],[],,,,RANGE ROVER,True,False,,VOGUE,VOGUE,,RANGE ROVER VOGUE,,,,RANGE ROVER,,[]
,,41cf081e9876cc0ace38d498bf514d79,[],[],,,,RENAULT,True,False,,TALISMAN,TALISMAN,,RENAULT TALISMAN,,,,RENAULT,,[]
,,91e2eb86cd9b97efdfbf75494d68571a,[],[],,,,ROLLS ROYCE,True,False,,CULLINAN,CULLINAN,,ROLLS ROYCE CULLINAN,,,,ROLLS ROYCE,,[]
,,7b2acc08963617dcbf5c70bc5f31310c,[],[],,,,ROLLS ROYCE,True,False,,WRAITH,WRAITH,,ROLLS ROYCE WRAITH,,,,ROLLS ROYCE,,[]
,,24fde123066d77537bcdd5982527aa8b,[],[],,,,Range Rover,True,False,,Vogue,Vogue,,Range Rover Vogue,,,,Range Rover,,[]
,,cc6147f35bf67d84b67ae44d8aa46b30,[],[],,,,Range Rover,True,False,,Vogue,Vogue,,Range Rover Vogue,,,,Range Rover,,[]
,,489a0226fd63056821f78d37f9272ae7,[],[],,,,SUZUKI,True,False,,BALENO,BALENO,,SUZUKI BALENO,,,,SUZUKI,,[]
,,759cc18d57839e053889fa08dbd8eb5c,[],[],,,,SUZUKI,True,False,,BALENO,BALENO,,SUZUKI BALENO,,,,SUZUKI,,[]
,,7bc9ebef3a4828501c36b668be699529,[],[],,,,SUZUKI,True,False,,CIAZ,CIAZ,,SUZUKI CIAZ,,,,SUZUKI,,[]
,,27907363a42814efde682a8af55ac0e4,[],[],,,,SUZUKI,True,False,,ERTIGA,ERTIGA,,SUZUKI ERTIGA,,,,SUZUKI,,[]
,,749625761d730f8113f4620b121b96eb,[],[],,,,SUZUKI,True,False,,JIMNY,JIMNY,,SUZUKI JIMNY,,,,SUZUKI,,[]
,,823cb7e226ea029924c67fb381e9a92e,[],[],,,,SUZUKI,True,False,,JIMNY,JIMNY,,SUZUKI JIMNY,,,,SUZUKI,,[]
,,edcdaf561051cd07a8102e83b506f53a,[],[],,,,SUZUKI,True,False,,SWIFT,SWIFT,,SUZUKI SWIFT,,,,SUZUKI,,[]
,,819a48315adf727bd07bc0cae1f1160b,[],[],,,,SUZUKI,True,False,,VITARA,VITARA,,SUZUKI VITARA,,,,SUZUKI,,[]
,,d4679384b11732656cfe45876e03d893,[],[],,,,TESLA,True,False,,MODEL 3,MODEL 3,,TESLA MODEL 3,,,,TESLA,,[]
,,1f470a2e3cab447bdb5be4f8d515fb8c,[],[],,,,TOYOTA,True,False,,COROLLA,COROLLA,,TOYOTA COROLLA,,,,TOYOTA,,[]
