manufacturer,image_pin_url_3x,model_specifications,fuel_type,short_name,image_map_url_3x,maintenance_mileage,fuel_distance_enabled,registry_model,image_large_url,registry_manufacturer,intermediate_maintenance_mileage,image_map_url_2x,fuel_cap_side,image_small_url,default_tags,image_pin_url_2x,tyres_info,deprecated,first_maintenance_mileage,name,code
FORD,,[],,MUSTANG GT,,,True,MUSTANG GT,,FORD,,,,,[],,[],False,,FORD MUSTANG GT,b270a7a59aaab9a4ee98365814ce800a
FORD,,[],,MUSTANG GT,,,True,MUSTANG GT,,FORD,,,,,[],,[],False,,FORD MUSTANG GT,caa94db89937c88dd4227c720cc83d9d
FORD,,[],,TERRITORY,,,True,TERRITORY,,FORD,,,,,[],,[],False,,FORD TERRITORY,55e10c8f84c32ee3977a1973db0fc668
FORD,,[],,TERRITORY,,,True,TERRITORY,,FORD,,,,,[],,[],False,,FORD TERRITORY,ca37e37e63e75a7a9a8d2c15112cf1fc
Ford,,[],,Mustang,,,True,Mustang,,Ford,,,,,[],,[],False,,Ford Mustang,a5e1e9d944733db25e7f03ad530050bb
GMC,,[],,ACADIA,,,True,ACADIA,,GMC,,,,,[],,[],False,,GMC ACADIA,4747178b8cfd581b4d6bf7f7aaae90a8
GMC,,[],,ACADIA,,,True,ACADIA,,GMC,,,,,[],,[],False,,GMC ACADIA,5bcbc10afbf46ef271acbba6e759c446
GMC,,[],,YUKON,,,True,YUKON,,GMC,,,,,[],,[],False,,GMC YUKON,0b50d067ac8ca2576da7a84d70ab0909
GMC,,[],,YUKON,,,True,YUKON,,GMC,,,,,[],,[],False,,GMC YUKON,e67a0b7de80a1192c06266886b5abb13
GMC,,[],,YUKON DENALI,,,True,YUKON DENALI,,GMC,,,,,[],,[],False,,GMC YUKON DENALI,121815bb710822991518e6b349a49cbb
GMC,,[],,YUKON DENALI,,,True,YUKON DENALI,,GMC,,,,,[],,[],False,,GMC YUKON DENALI,21659bb159fd9a0e043e635f4c6767a8
