Reservations,DayRentValue,CarPhotoURL,City,Region,Doors,Model,CarNo,MemberNo,Gear,BookingDiscount,WeekRentValue,Cylinders,Seats,MobileSalesMan,MemberName,WD,Passengers,MonthRentValue,CarKey,Milage,CarName
"[{'ReservationKey': 0, 'CarKey': 93466, 'CustomerName': 'Running Contract, 15807', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 1:09:00 PM', 'ToDateTime': '8/11/2024 1:09:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,DUBAI ,DUBAI ,4,2023,15485,2760,-1,0.0,630.0,4,2,97142885205,GOLDEN KEY RENT CAR L.L.C.,2,5,2400.0,93466,37198,CHEVROLET CAPTIVA 
"[{'ReservationKey': 0, 'CarKey': 78022, 'CustomerName': 'Running Contract, 15866', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/2/2024 1:37:00 AM', 'ToDateTime': '8/12/2024 1:37:00 AM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,DUBAI ,DUBAI ,4,2023,15485,2760,-1,0.0,630.0,4,2,97142885205,GOLDEN KEY RENT CAR L.L.C.,2,5,2400.0,78022,55421,CHEVROLET CAPTIVA 
