Reservations,DayRentValue,CarPhotoURL,City,Region,Doors,Model,CarNo,MemberNo,Gear,BookingDiscount,WeekRentValue,Cylinders,Seats,MobileSalesMan,MemberName,WD,Passengers,MonthRentValue,CarKey,Milage,CarName
"[{'ReservationKey': 0, 'CarKey': 104305, 'CustomerName': 'Running Contract, 71516', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/11/2024 9:40:00 PM', 'ToDateTime': '7/13/2024 9:40:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,ALBARSHA 1,4,2023,69090,2114,-1,0.0,630.0,4,2,971504947393,ROTANA STAR RENT A CAR,2,5,2400.0,104305,27341,CHEVROLET CORVETTE
,100.0,,Dubai,ALBARSHA 1,4,2023,83030,2114,-1,0.0,630.0,4,2,971504947393,ROTANA STAR RENT A CAR,2,5,2400.0,104312,23608,CADILLAC ESCALADE
"[{'ReservationKey': 0, 'CarKey': 104320, 'CustomerName': 'Running Contract, 71714', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/1/2024 2:27:00 PM', 'ToDateTime': '8/2/2024 2:27:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,ALBARSHA 1,4,2023,69090,2114,-1,0.0,630.0,4,2,971504947393,ROTANA STAR RENT A CAR,2,5,2400.0,104320,25326,CHEVROLET CORVETTE
"[{'ReservationKey': 0, 'CarKey': 104321, 'CustomerName': 'Running Contract, 71715', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/1/2024 2:36:00 PM', 'ToDateTime': '8/2/2024 2:36:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,ALBARSHA 1,4,2023,83030,2114,-1,0.0,630.0,4,2,971504947393,ROTANA STAR RENT A CAR,2,5,2400.0,104321,31221,CHEVROLET CORVETTE
,100.0,,Dubai,ALBARSHA 1,4,2023,83030,2114,-1,0.0,630.0,4,2,971504947393,ROTANA STAR RENT A CAR,2,5,2400.0,104311,36757,CADILLAC ESCALADE
,100.0,,Dubai,ALBARSHA 1,4,2023,83030,2114,-1,0.0,630.0,4,2,971504947393,ROTANA STAR RENT A CAR,2,5,2400.0,104313,38357,CADILLAC ESCALADE
,100.0,,Dubai,ALBARSHA 1,4,2023,83030,2114,-1,0.0,630.0,4,2,971504947393,ROTANA STAR RENT A CAR,2,5,2400.0,104315,41213,CADILLAC ESCALADE
,100.0,,Dubai,ALBARSHA 1,4,2023,8453,2114,-1,0.0,630.0,4,2,971504947393,ROTANA STAR RENT A CAR,2,5,2400.0,116297,17717,BENTLEY BENTAYGA
,100.0,,Dubai,ALBARSHA 1,4,2023,8453,2114,-1,0.0,630.0,4,2,971504947393,ROTANA STAR RENT A CAR,2,5,2400.0,116298,19898,BENTLEY BENTAYGA
,100.0,,Dubai,ALBARSHA 1,4,2022,4830,2114,-1,0.0,630.0,4,2,971504947393,ROTANA STAR RENT A CAR,2,5,2400.0,9148,79545,RANGE ROVER SVR
"[{'ReservationKey': 0, 'CarKey': 9149, 'CustomerName': 'Running Contract, 72758', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/1/2024 7:30:00 PM', 'ToDateTime': '8/2/2024 7:30:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,ALBARSHA 1,4,2022,4830,2114,-1,0.0,630.0,4,2,971504947393,ROTANA STAR RENT A CAR,2,5,2400.0,9149,66593,RANGE ROVER SVR
"[{'ReservationKey': 0, 'CarKey': 9153, 'CustomerName': 'Running Contract, 69435', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/30/2024 5:20:00 PM', 'ToDateTime': '7/31/2024 5:20:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,ALBARSHA 1,4,2022,92020,2114,-1,0.0,630.0,4,2,971504947393,ROTANA STAR RENT A CAR,2,5,2400.0,9153,63946,AUDI Q3
"[{'ReservationKey': 0, 'CarKey': 9249, 'CustomerName': 'Running Contract, 72733', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/1/2024 4:50:00 PM', 'ToDateTime': '8/3/2024 4:50:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,ALBARSHA 1,4,2022,82020,2114,-1,0.0,630.0,4,2,971504947393,ROTANA STAR RENT A CAR,2,5,2400.0,9249,54335,LAMBORGHINI URUS MY2
"[{'ReservationKey': 0, 'CarKey': 9316, 'CustomerName': 'Running Contract, 71712', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/1/2024 2:29:00 PM', 'ToDateTime': '8/2/2024 2:29:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,ALBARSHA 1,4,2022,63030,2114,-1,0.0,630.0,4,2,971504947393,ROTANA STAR RENT A CAR,2,5,2400.0,9316,61692,CHEVROLET CORVETTE
,100.0,,Dubai,ALBARSHA 1,4,2023,8453,2114,-1,0.0,630.0,4,2,971504947393,ROTANA STAR RENT A CAR,2,5,2400.0,116296,17956,BENTLEY BENTAYGA
,700.0,,Dubai,ALBARSHA 1,4,2021,48482,2114,-1,0.0,0.0,4,2,971504947393,ROTANA STAR RENT A CAR,2,5,0.0,8703,105929,NISSAN PATROL
"[{'ReservationKey': 0, 'CarKey': 8702, 'CustomerName': 'Running Contract, 72738', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/1/2024 1:40:00 AM', 'ToDateTime': '8/3/2024 1:40:00 AM', 'DayRentValue': 0.0, 'Documents': None}]",700.0,,Dubai,ALBARSHA 1,4,2021,48482,2114,-1,0.0,0.0,4,2,971504947393,ROTANA STAR RENT A CAR,2,5,0.0,8702,89817,NISSAN PATROL
,1000.0,,Dubai,ALBARSHA 1,4,2021,99443,2114,-1,0.0,0.0,4,2,971504947393,ROTANA STAR RENT A CAR,2,5,0.0,8682,85272,AUDI RSQ3
