deprecated,manufacturer,tyres_info,model_specifications,image_pin_url_3x,first_maintenance_mileage,fuel_distance_enabled,default_tags,fuel_type,image_small_url,registry_model,registry_manufacturer,intermediate_maintenance_mileage,image_map_url_3x,fuel_cap_side,short_name,maintenance_mileage,code,image_map_url_2x,image_pin_url_2x,image_large_url,name
False,Nissan,[],[],,,True,[],,,Kicks,Nissan,,,,Kicks,,19d432fb8807742f49df7316db9a4448,,,,Nissan Kicks
False,Nissan,[],[],,,True,[],,,Kicks (old),Nissan,,,,Kicks (old),,2225d1a0a2a8a5fa3378eb5a7279953f,,,,Nissan Kicks (old)
False,Nissan,[],[],,,True,[],,,Micra,Nissan,,,,Micra,,fd7c261c0e234f0850f89b3d49665896,,,,Nissan Micra
False,Nissan,[],[],,,True,[],,,Patrol,Nissan,,,,Patrol,,2a043d142f93b794bea5e55346b75915,,,,Nissan Patrol
False,Nissan,[],[],,,True,[],,,Patrol (old),Nissan,,,,Patrol (old),,d9cd96d806cbef6a78793f549453e119,,,,Nissan Patrol (old)
False,Nissan,[],[],,,True,[],,,Sunny,Nissan,,,,Sunny,,1715e54f496e00f5e384bf02330493ae,,,,Nissan Sunny
False,Nissan,[],[],,,True,[],,,Sunny (unused),Nissan,,,,Sunny (unused),,6ab3874a08c5a585cfff1ac3ab7232b3,,,,Nissan Sunny (unused)
False,Nissan,[],[],,,True,[],,,Sunny (unused),Nissan,,,,Sunny (unused),,facfaf2c2e254449b8a04a62b3c5324e,,,,Nissan Sunny (unused)
False,Peugeot,[],[],,,True,[],,,2008,Peugeot,,,,2008,,b03fbe2492e2aa90dedb49c3b57f3fda,,,,Peugeot 2008
False,Peugeot,[],[],,,True,[],,,3008,Peugeot,,,,3008,,ca9fe1a377880c664c024d46e7b02865,,,,Peugeot 3008
False,Peugeot,[],[],,,True,[],,,3008 (old),Peugeot,,,,3008 (old),,de77123b1ad0503a8f86308267cbad2a,,,,Peugeot 3008 (old)
