code,registry_manufacturer,model_specifications,fuel_type,first_maintenance_mileage,intermediate_maintenance_mileage,maintenance_mileage,name,image_map_url_3x,registry_model,image_large_url,deprecated,short_name,image_small_url,fuel_cap_side,image_pin_url_3x,fuel_distance_enabled,image_map_url_2x,tyres_info,default_tags,image_pin_url_2x,manufacturer
19d432fb8807742f49df7316db9a4448,Nissan,[],,,,,Nissan Kicks,,Kicks,,False,Kicks,,,,True,,[],[],,Nissan
2225d1a0a2a8a5fa3378eb5a7279953f,Nissan,[],,,,,Nissan Kicks (old),,Kicks (old),,False,Kicks (old),,,,True,,[],[],,Nissan
fd7c261c0e234f0850f89b3d49665896,Nissan,[],,,,,Nissan Micra,,Micra,,False,Micra,,,,True,,[],[],,Nissan
2a043d142f93b794bea5e55346b75915,Nissan,[],,,,,Nissan Patrol,,Patrol,,False,Patrol,,,,True,,[],[],,Nissan
d9cd96d806cbef6a78793f549453e119,Nissan,[],,,,,Nissan Patrol (old),,Patrol (old),,False,Patrol (old),,,,True,,[],[],,Nissan
1715e54f496e00f5e384bf02330493ae,Nissan,[],,,,,Nissan Sunny,,Sunny,,False,Sunny,,,,True,,[],[],,Nissan
6ab3874a08c5a585cfff1ac3ab7232b3,Nissan,[],,,,,Nissan Sunny (unused),,Sunny (unused),,False,Sunny (unused),,,,True,,[],[],,Nissan
facfaf2c2e254449b8a04a62b3c5324e,Nissan,[],,,,,Nissan Sunny (unused),,Sunny (unused),,False,Sunny (unused),,,,True,,[],[],,Nissan
b03fbe2492e2aa90dedb49c3b57f3fda,Peugeot,[],,,,,Peugeot 2008,,2008,,False,2008,,,,True,,[],[],,Peugeot
ca9fe1a377880c664c024d46e7b02865,Peugeot,[],,,,,Peugeot 3008,,3008,,False,3008,,,,True,,[],[],,Peugeot
de77123b1ad0503a8f86308267cbad2a,Peugeot,[],,,,,Peugeot 3008 (old),,3008 (old),,False,3008 (old),,,,True,,[],[],,Peugeot
