status_title,status,user_id,tag_id,booking_status,since,type,offer_id,stage,until
rental.status.on_hold.title,on_hold,,22074f8a-7482-4df7-bdf9-ddc99e323ce0,,1719917520,on_hold,,,1722509520
rental.status.on_hold.title,on_hold,,9a6c4288-88a7-4158-ad58-0534f0226109,,1720283640,on_hold,,,1722875640
rental.status.on_hold.title,on_hold,,f8c4b362-d4e4-4a4e-aa6b-a6cb1fd0a836,,1721751900,on_hold,,,1724343900
rental.status.on_hold.title,on_hold,,d1b33e2a-ef27-42ae-aae7-c2da40b6df0c,,1721649600,on_hold,,,1722254400
rental.status.on_hold.title,on_hold,,ccae423d-0e7d-421f-845f-3389e162fc72,,1722583200,on_hold,,,1723879200
rental.status.on_hold.title,on_hold,,12a3d439-dbbe-4453-a2f8-a4a0aa94788a,,1720935720,on_hold,,,1723527720
rental.status.on_hold.title,on_hold,,c71c504a-28a0-41a8-ba98-9f852b906004,,1721801880,on_hold,,,1722406680
rental.status.on_hold.title,on_hold,,08c12d0d-b976-432a-b58b-686acfa8ef5a,,1720589880,on_hold,,,1723181880
rental.status.on_hold.title,on_hold,,c261a78e-7deb-48e3-a4fc-0adcf168ecc2,,1720879800,on_hold,,,1723471800
rental.status.on_hold.title,on_hold,,81e105c6-0d7a-4c68-8865-82d573358e9a,,1721293500,on_hold,,,1723885500
rental.status.on_hold.title,on_hold,,df1e46cc-822c-408d-aa0f-a7ad0f8a4bc6,,1721742600,on_hold,,,1722347400
rental.status.on_hold.title,on_hold,,33cba216-c63c-4b96-8dfd-0eb9fe0da35f,,1720337700,on_hold,,,1722929700
rental.status.on_hold.title,on_hold,,8a3ef8bb-32c5-493c-b750-184a5c17086c,,1722150000,on_hold,,,1724742000
rental.status.on_hold.title,on_hold,,0bd877a8-4787-4860-9a4d-06d7093894d7,,1722256320,on_hold,,,1724848320
rental.status.on_hold.title,on_hold,,880ba4a0-b224-421d-a898-33bc514849c0,,1722512400,on_hold,,,1723117200
rental.status.on_hold.title,on_hold,,e44ba7dc-d276-4a2d-ad94-4a847ab13b97,,1722579360,on_hold,,,1723184160
rental.status.on_hold.title,on_hold,,df863a2f-c64f-4718-8370-f0a763746cda,,1721746500,on_hold,,,1724338500
rental.status.on_hold.title,on_hold,,2a5de57a-2c1f-4359-8af4-f50e16383777,,1720723500,on_hold,,,1723315500
rental.status.on_hold.title,on_hold,,1c4bc356-bca0-45c5-8128-11d1e1f0378c,,1722526800,on_hold,,,1725118800
rental.status.on_hold.title,on_hold,,988add3f-67f2-474e-9f89-d44ad7d52e48,,1721995500,on_hold,,,1722341100
rental.status.on_hold.title,on_hold,,10956e26-4ddf-422e-b0ad-88cec5ac36f2,,1722582300,on_hold,,,1725174300
rental.status.on_hold.title,on_hold,,a6383e32-9020-42be-8e94-bc54a12ea27f,,1721716200,on_hold,,,1722321000
rental.status.on_hold.title,on_hold,,c98ca4c3-2751-40da-98f9-e1c71624ac56,,1722321000,on_hold,,,1722665400
Confirmed,confirmed,459773e0-941b-4eeb-9e95-7e8b145d02ec,08e71b7e-b28b-4254-9176-340b7e2f8c8f,start_delayed,1721030400,booking,0d8bd7a1-297f-5340-b547-7aeb25f2296a,prereservation,1721998800
