code,registry_manufacturer,model_specifications,fuel_type,first_maintenance_mileage,intermediate_maintenance_mileage,maintenance_mileage,name,image_map_url_3x,registry_model,image_large_url,deprecated,short_name,image_small_url,fuel_cap_side,image_pin_url_3x,fuel_distance_enabled,image_map_url_2x,tyres_info,default_tags,image_pin_url_2x,manufacturer
14e58e0e7e9c6f7feb7f190a935b273f,RENAULT,[],,,,,RENAULT DUSTER,,DUSTER,,False,DUSTER,,,,True,,[],[],,RENAULT
39234628e16eaa43e001e2f6e379941c,RENAULT,[],,,,,RENAULT DUSTER (old),,DUSTER (old),,False,DUSTER (old),,,,True,,[],[],,RENAULT
cc9252d08e2440c985b3be4dd122bccd,RENAULT,[],,,,,RENAULT DUSTER SE,,DUSTER SE,,False,DUSTER SE,,,,True,,[],[],,RENAULT
4a479c24d47a5c8f389d94a91d083e20,RENAULT,[],,,,,RENAULT KOLEOS,,KOLEOS,,False,KOLEOS,,,,True,,[],[],,RENAULT
a0a9c88365580c0f3110b78b063e946b,RENAULT,[],,,,,RENAULT KOLEOS (old),,KOLEOS (old),,False,KOLEOS (old),,,,True,,[],[],,RENAULT
36025a2c761797877da57ad2da94052b,RENAULT,[],,,,,RENAULT MEGANE,,MEGANE,,False,MEGANE,,,,True,,[],[],,RENAULT
e952e5a2d0d57bf2e0aa01da76243f9e,RENAULT,[],,,,,RENAULT MEGANE (old),,MEGANE (old),,False,MEGANE (old),,,,True,,[],[],,RENAULT
385e2895a11e60ed0ca90f9fb4b37ba2,SUZUKI,[],,,,,SUZUKI CIAZ GLX MID OPTION,,CIAZ GLX MID OPTION,,False,CIAZ GLX MID OPTION,,,,True,,[],[],,SUZUKI
7fd26b9dcf5bb8cde9466f96b921f3e8,TOYOTA,[],,,,,TOYOTA CAMRY,,CAMRY,,False,CAMRY,,,,True,,[],[],,TOYOTA
a8cac4af14714ea95c9c1680948eb328,TOYOTA,[],,,,,TOYOTA CAMRY HYBRID,,CAMRY HYBRID,,False,CAMRY HYBRID,,,,True,,[],[],,TOYOTA
ec58d55de612d0188e7c00d61dfd8121,TOYOTA,[],,,,,TOYOTA CAMRY HYBRID (old),,CAMRY HYBRID (old),,False,CAMRY HYBRID (old),,,,True,,[],[],,TOYOTA
7430fe7117379dbbd4e34205b6260161,TOYOTA,[],,,,,TOYOTA CH-R HYBRID,,CH-R HYBRID,,False,CH-R HYBRID,,,,True,,[],[],,TOYOTA
7cc5f3e5d435fb5c63dc93c4aa8afc4e,TOYOTA,[],,,,,TOYOTA CHR HYBRID,,CHR HYBRID,,False,CHR HYBRID,,,,True,,[],[],,TOYOTA
6995c2fb8a459c1a32b884e10d0ad2dd,TOYOTA,[],,,,,TOYOTA COROLLA,,COROLLA,,False,COROLLA,,,,True,,[],[],,TOYOTA
0aa7fb0a09e87706bfc0f6d5093a40dd,TOYOTA,[],,,,,TOYOTA COROLLA CROSS HYBRID TOP SPEC,,COROLLA CROSS HYBRID TOP SPEC,,False,COROLLA CROSS HYBRID TOP SPEC,,,,True,,[],[],,TOYOTA
418fe1158935bee226bc51b87c64fb1a,TOYOTA,[],,,,,TOYOTA FORTUNER,,FORTUNER,,False,FORTUNER,,,,True,,[],[],,TOYOTA
2b3dce153d1364ca149e338ab225d1bb,TOYOTA,[],,,,,TOYOTA HIGHLANDER HYBRID,,HIGHLANDER HYBRID,,False,HIGHLANDER HYBRID,,,,True,,[],[],,TOYOTA
271da930a044041a5ead0948efe7dbb4,VOLKSWAGEN,[],,,,,VOLKSWAGEN T-ROC LIFE+,,T-ROC LIFE+,,False,T-ROC LIFE+,,,,True,,[],[],,VOLKSWAGEN
04cccbb0f01a0eff21e57f181c5bf951,VOLKSWAGEN,[],,,,,VOLKSWAGEN T-ROC R-LINE,,T-ROC R-LINE,,False,T-ROC R-LINE,,,,True,,[],[],,VOLKSWAGEN
74146a95455182e0cb2bbe86c7ec3b11,VOLKSWAGEN,[],,,,,VOLKSWAGEN T-ROC R-LINE (old),,T-ROC R-LINE (old),,False,T-ROC R-LINE (old),,,,True,,[],[],,VOLKSWAGEN
5d8224841914c428e4ef7d5fe9105028,VOLKSWAGEN,[],,,,,VOLKSWAGEN TERAMONT,,TERAMONT,,False,TERAMONT,,,,True,,[],[],,VOLKSWAGEN
