deprecated,manufacturer,tyres_info,model_specifications,image_pin_url_3x,first_maintenance_mileage,fuel_distance_enabled,default_tags,fuel_type,image_small_url,registry_model,registry_manufacturer,intermediate_maintenance_mileage,image_map_url_3x,fuel_cap_side,short_name,maintenance_mileage,code,image_map_url_2x,image_pin_url_2x,image_large_url,name
False,RENAULT,[],[],,,True,[],,,DUSTER SE,RENAULT,,,,DUSTER SE,,cc9252d08e2440c985b3be4dd122bccd,,,,RENAULT DUSTER SE
False,RENAULT,[],[],,,True,[],,,KOLEOS,RENAULT,,,,KOLEOS,,4a479c24d47a5c8f389d94a91d083e20,,,,RENAULT KOLEOS
False,RENAULT,[],[],,,True,[],,,KOLEOS (old),RENAULT,,,,KOLEOS (old),,a0a9c88365580c0f3110b78b063e946b,,,,RENAULT KOLEOS (old)
False,RENAULT,[],[],,,True,[],,,MEGANE,RENAULT,,,,MEGANE,,36025a2c761797877da57ad2da94052b,,,,RENAULT MEGANE
False,RENAULT,[],[],,,True,[],,,MEGANE (old),RENAULT,,,,MEGANE (old),,e952e5a2d0d57bf2e0aa01da76243f9e,,,,RENAULT MEGANE (old)
False,SUZUKI,[],[],,,True,[],,,CIAZ GLX MID OPTION,SUZUKI,,,,CIAZ GLX MID OPTION,,385e2895a11e60ed0ca90f9fb4b37ba2,,,,SUZUKI CIAZ GLX MID OPTION
False,TOYOTA,[],[],,,True,[],,,CAMRY,TOYOTA,,,,CAMRY,,7fd26b9dcf5bb8cde9466f96b921f3e8,,,,TOYOTA CAMRY
False,TOYOTA,[],[],,,True,[],,,CAMRY HYBRID,TOYOTA,,,,CAMRY HYBRID,,a8cac4af14714ea95c9c1680948eb328,,,,TOYOTA CAMRY HYBRID
False,TOYOTA,[],[],,,True,[],,,CAMRY HYBRID (old),TOYOTA,,,,CAMRY HYBRID (old),,ec58d55de612d0188e7c00d61dfd8121,,,,TOYOTA CAMRY HYBRID (old)
False,TOYOTA,[],[],,,True,[],,,CH-R HYBRID,TOYOTA,,,,CH-R HYBRID,,7430fe7117379dbbd4e34205b6260161,,,,TOYOTA CH-R HYBRID
False,TOYOTA,[],[],,,True,[],,,CHR HYBRID,TOYOTA,,,,CHR HYBRID,,7cc5f3e5d435fb5c63dc93c4aa8afc4e,,,,TOYOTA CHR HYBRID
False,TOYOTA,[],[],,,True,[],,,COROLLA,TOYOTA,,,,COROLLA,,6995c2fb8a459c1a32b884e10d0ad2dd,,,,TOYOTA COROLLA
False,TOYOTA,[],[],,,True,[],,,COROLLA CROSS HYBRID TOP SPEC,TOYOTA,,,,COROLLA CROSS HYBRID TOP SPEC,,0aa7fb0a09e87706bfc0f6d5093a40dd,,,,TOYOTA COROLLA CROSS HYBRID TOP SPEC
False,TOYOTA,[],[],,,True,[],,,FORTUNER,TOYOTA,,,,FORTUNER,,418fe1158935bee226bc51b87c64fb1a,,,,TOYOTA FORTUNER
False,TOYOTA,[],[],,,True,[],,,HIGHLANDER HYBRID,TOYOTA,,,,HIGHLANDER HYBRID,,2b3dce153d1364ca149e338ab225d1bb,,,,TOYOTA HIGHLANDER HYBRID
False,VOLKSWAGEN,[],[],,,True,[],,,T-ROC LIFE+,VOLKSWAGEN,,,,T-ROC LIFE+,,271da930a044041a5ead0948efe7dbb4,,,,VOLKSWAGEN T-ROC LIFE+
False,VOLKSWAGEN,[],[],,,True,[],,,T-ROC R-LINE,VOLKSWAGEN,,,,T-ROC R-LINE,,04cccbb0f01a0eff21e57f181c5bf951,,,,VOLKSWAGEN T-ROC R-LINE
False,VOLKSWAGEN,[],[],,,True,[],,,T-ROC R-LINE (old),VOLKSWAGEN,,,,T-ROC R-LINE (old),,74146a95455182e0cb2bbe86c7ec3b11,,,,VOLKSWAGEN T-ROC R-LINE (old)
False,VOLKSWAGEN,[],[],,,True,[],,,TERAMONT,VOLKSWAGEN,,,,TERAMONT,,5d8224841914c428e4ef7d5fe9105028,,,,VOLKSWAGEN TERAMONT
