view,location,leasing_stats,status,model_specifications,taxi_company,model_id,number,id
0,,{},no_telematics,"[{'name': 'Year', 'value_localized': '2020', 'value': '2020', 'name_localized': 'Year', 'icon_localized': 'model.specification.Year.default_icon', 'value_parsed': 2020, 'id': '0109379f-6b72-498a-9a20-631154b4e1cd_Year'}, {'name': 'FuelTankVolume', 'value_localized': '62 model.specification.FuelTankVolume.unit(2)', 'value': '62', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 62, 'id': '0109379f-6b72-498a-9a20-631154b4e1cd_FuelTankVolume'}, {'name': 'FuelType', 'value_localized': 'Petrol', 'value': 'petrol', 'name_localized': 'Fuel Type', 'icon_localized': 'model.specification.FuelType.default_icon', 'id': '0109379f-6b72-498a-9a20-631154b4e1cd_FuelType'}, {'name': '_Model', 'value_localized': 'Sportage', 'value': 'Sportage', 'name_localized': 'Model', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0109379f-6b72-498a-9a20-631154b4e1cd__Model'}, {'name': '_Manufactory', 'value_localized': 'Kia', 'value': 'Kia', 'name_localized': 'Brand', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0109379f-6b72-498a-9a20-631154b4e1cd__Manufactory'}, {'name': '_Class', 'value_localized': 'Economy', 'value': 'Economy', 'name_localized': 'Class', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0109379f-6b72-498a-9a20-631154b4e1cd__Class'}, {'name': '_BodyType', 'value_localized': 'SUV / Off-road', 'value': 'SUV / Off-road', 'name_localized': 'Body type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0109379f-6b72-498a-9a20-631154b4e1cd__BodyType'}, {'name': '_Transmission', 'value_localized': 'Automatic / semi-automatic', 'value': 'Automatic / semi-automatic', 'name_localized': 'Transmission', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0109379f-6b72-498a-9a20-631154b4e1cd__Transmission'}, {'name': '_Year', 'value_localized': '2020', 'value': '2020', 'name_localized': 'Year', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 2020, 'id': '0109379f-6b72-498a-9a20-631154b4e1cd__Year'}, {'name': '_EngineCapacity', 'value_localized': '2.0', 'value': '2.0', 'name_localized': 'Engine capacity', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 2, 'id': '0109379f-6b72-498a-9a20-631154b4e1cd__EngineCapacity'}, {'name': '_DriveType', 'value_localized': 'Front wheel', 'value': 'Front wheel', 'name_localized': 'Drive type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0109379f-6b72-498a-9a20-631154b4e1cd__DriveType'}, {'name': '_PowerHP', 'value_localized': '150', 'value': '150', 'name_localized': 'Horsepower', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 150, 'id': '0109379f-6b72-498a-9a20-631154b4e1cd__PowerHP'}, {'name': '_0100kmh', 'value_localized': '11.1', 'value': '11.1', 'name_localized': '0-100 km/h', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 11.10000038, 'id': '0109379f-6b72-498a-9a20-631154b4e1cd__0100kmh'}, {'name': '_MaxSpeed', 'value_localized': '181', 'value': '181', 'name_localized': 'Max. speed', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 181, 'id': '0109379f-6b72-498a-9a20-631154b4e1cd__MaxSpeed'}, {'name': '_Seats', 'value_localized': '5', 'value': '5', 'name_localized': 'Seats', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5, 'id': '0109379f-6b72-498a-9a20-631154b4e1cd__Seats'}, {'name': '_Doors', 'value_localized': '5', 'value': '5', 'name_localized': 'Doors', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5, 'id': '0109379f-6b72-498a-9a20-631154b4e1cd__Doors'}]","{'name': 'AMGA RENT A CAR L.L.C', 'id': 'company_tag_name_AMGA_RENT_A_CAR_L.L.C'}",c0dfad88374c2ef55d5241e1d25ebfff,u41809,0109379f-6b72-498a-9a20-631154b4e1cd
1,,{},no_telematics,"[{'name': 'Year', 'value_localized': '2020', 'value': '2020', 'name_localized': 'Year', 'icon_localized': 'model.specification.Year.default_icon', 'value_parsed': 2020, 'id': '018f9f82-4400-469e-bf58-975ceaf9a980_Year'}, {'name': 'FuelTankVolume', 'value_localized': '85 model.specification.FuelTankVolume.unit(0)', 'value': '85', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 85, 'id': '018f9f82-4400-469e-bf58-975ceaf9a980_FuelTankVolume'}, {'name': 'FuelType', 'value_localized': 'Petrol', 'value': 'petrol', 'name_localized': 'Fuel Type', 'icon_localized': 'model.specification.FuelType.default_icon', 'id': '018f9f82-4400-469e-bf58-975ceaf9a980_FuelType'}, {'name': '_Model', 'value_localized': 'Q8', 'value': 'Q8', 'name_localized': 'Model', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '018f9f82-4400-469e-bf58-975ceaf9a980__Model'}, {'name': '_Manufactory', 'value_localized': 'Audi', 'value': 'Audi', 'name_localized': 'Brand', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '018f9f82-4400-469e-bf58-975ceaf9a980__Manufactory'}, {'name': '_Class', 'value_localized': 'Business', 'value': 'Business', 'name_localized': 'Class', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '018f9f82-4400-469e-bf58-975ceaf9a980__Class'}, {'name': '_BodyType', 'value_localized': 'SUV / Off-road', 'value': 'SUV / Off-road', 'name_localized': 'Body type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '018f9f82-4400-469e-bf58-975ceaf9a980__BodyType'}, {'name': '_Transmission', 'value_localized': 'Automatic / semi-automatic', 'value': 'Automatic / semi-automatic', 'name_localized': 'Transmission', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '018f9f82-4400-469e-bf58-975ceaf9a980__Transmission'}, {'name': '_Year', 'value_localized': '2020', 'value': '2020', 'name_localized': 'Year', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 2020, 'id': '018f9f82-4400-469e-bf58-975ceaf9a980__Year'}, {'name': '_EngineCapacity', 'value_localized': '3.0', 'value': '3.0', 'name_localized': 'Engine capacity', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 3, 'id': '018f9f82-4400-469e-bf58-975ceaf9a980__EngineCapacity'}, {'name': '_DriveType', 'value_localized': 'Full wheel', 'value': 'Full wheel', 'name_localized': 'Drive type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '018f9f82-4400-469e-bf58-975ceaf9a980__DriveType'}, {'name': '_PowerHP', 'value_localized': '340', 'value': '340', 'name_localized': 'Horsepower', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 340, 'id': '018f9f82-4400-469e-bf58-975ceaf9a980__PowerHP'}, {'name': '_0100kmh', 'value_localized': '5.9', 'value': '5.9', 'name_localized': '0-100 km/h', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5.900000095, 'id': '018f9f82-4400-469e-bf58-975ceaf9a980__0100kmh'}, {'name': '_MaxSpeed', 'value_localized': '250', 'value': '250', 'name_localized': 'Max. speed', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 250, 'id': '018f9f82-4400-469e-bf58-975ceaf9a980__MaxSpeed'}, {'name': '_Seats', 'value_localized': '5', 'value': '5', 'name_localized': 'Seats', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5, 'id': '018f9f82-4400-469e-bf58-975ceaf9a980__Seats'}, {'name': '_Doors', 'value_localized': '5', 'value': '5', 'name_localized': 'Doors', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5, 'id': '018f9f82-4400-469e-bf58-975ceaf9a980__Doors'}]","{'name': 'AMGA RENT A CAR L.L.C', 'id': 'company_tag_name_AMGA_RENT_A_CAR_L.L.C'}",c36f16aee06607559395a9f37c3ec87a,r84763,018f9f82-4400-469e-bf58-975ceaf9a980
2,,{},no_telematics,"[{'name': 'Year', 'value_localized': '2023', 'value': '2023', 'name_localized': 'Year', 'icon_localized': 'model.specification.Year.default_icon', 'value_parsed': 2023, 'id': '0605a557-d760-4ae6-99f0-28f4f09ee18e_Year'}, {'name': 'FuelTankVolume', 'value_localized': '40 model.specification.FuelTankVolume.unit(0)', 'value': '40', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 40, 'id': '0605a557-d760-4ae6-99f0-28f4f09ee18e_FuelTankVolume'}, {'name': 'FuelType', 'value_localized': 'Petrol', 'value': 'petrol', 'name_localized': 'Fuel Type', 'icon_localized': 'model.specification.FuelType.default_icon', 'id': '0605a557-d760-4ae6-99f0-28f4f09ee18e_FuelType'}, {'name': '_Model', 'value_localized': 'Sunny', 'value': 'Sunny', 'name_localized': 'Model', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0605a557-d760-4ae6-99f0-28f4f09ee18e__Model'}, {'name': '_Manufactory', 'value_localized': 'Nissan', 'value': 'Nissan', 'name_localized': 'Brand', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0605a557-d760-4ae6-99f0-28f4f09ee18e__Manufactory'}, {'name': '_Class', 'value_localized': 'Economy', 'value': 'Economy', 'name_localized': 'Class', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0605a557-d760-4ae6-99f0-28f4f09ee18e__Class'}, {'name': '_BodyType', 'value_localized': 'Sedan', 'value': 'Sedan', 'name_localized': 'Body type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0605a557-d760-4ae6-99f0-28f4f09ee18e__BodyType'}, {'name': '_Transmission', 'value_localized': 'Automatic / semi-automatic', 'value': 'Automatic / semi-automatic', 'name_localized': 'Transmission', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0605a557-d760-4ae6-99f0-28f4f09ee18e__Transmission'}, {'name': '_Year', 'value_localized': '2023', 'value': '2023', 'name_localized': 'Year', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 2023, 'id': '0605a557-d760-4ae6-99f0-28f4f09ee18e__Year'}, {'name': '_EngineCapacity', 'value_localized': '1.6', 'value': '1.6', 'name_localized': 'Engine capacity', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 1.600000024, 'id': '0605a557-d760-4ae6-99f0-28f4f09ee18e__EngineCapacity'}, {'name': '_DriveType', 'value_localized': 'Front wheel', 'value': 'Front wheel', 'name_localized': 'Drive type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0605a557-d760-4ae6-99f0-28f4f09ee18e__DriveType'}, {'name': '_PowerHP', 'value_localized': '118', 'value': '118', 'name_localized': 'Horsepower', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 118, 'id': '0605a557-d760-4ae6-99f0-28f4f09ee18e__PowerHP'}, {'name': '_MaxSpeed', 'value_localized': '170', 'value': '170', 'name_localized': 'Max. speed', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 170, 'id': '0605a557-d760-4ae6-99f0-28f4f09ee18e__MaxSpeed'}, {'name': '_Seats', 'value_localized': '5', 'value': '5', 'name_localized': 'Seats', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5, 'id': '0605a557-d760-4ae6-99f0-28f4f09ee18e__Seats'}, {'name': '_Doors', 'value_localized': '4', 'value': '4', 'name_localized': 'Doors', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 4, 'id': '0605a557-d760-4ae6-99f0-28f4f09ee18e__Doors'}]","{'name': 'AMGA RENT A CAR L.L.C', 'id': 'company_tag_name_AMGA_RENT_A_CAR_L.L.C'}",bb5d21e0007f3b51300dbd0d2961469c,d57074,0605a557-d760-4ae6-99f0-28f4f09ee18e
3,,{},no_telematics,"[{'name': 'Year', 'value_localized': '2023', 'value': '2023', 'name_localized': 'Year', 'icon_localized': 'model.specification.Year.default_icon', 'value_parsed': 2023, 'id': '06d08ade-cc7e-4ef2-acac-a91efeada03d_Year'}, {'name': 'FuelTankVolume', 'value_localized': '55 model.specification.FuelTankVolume.unit(0)', 'value': '55', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 55, 'id': '06d08ade-cc7e-4ef2-acac-a91efeada03d_FuelTankVolume'}, {'name': 'FuelType', 'value_localized': 'Petrol', 'value': 'petrol', 'name_localized': 'Fuel Type', 'icon_localized': 'model.specification.FuelType.default_icon', 'id': '06d08ade-cc7e-4ef2-acac-a91efeada03d_FuelType'}, {'name': '_Model', 'value_localized': 'J7', 'value': 'J7', 'name_localized': 'Model', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '06d08ade-cc7e-4ef2-acac-a91efeada03d__Model'}, {'name': '_Manufactory', 'value_localized': 'JAC', 'value': 'JAC', 'name_localized': 'Brand', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '06d08ade-cc7e-4ef2-acac-a91efeada03d__Manufactory'}, {'name': '_Class', 'value_localized': 'Economy', 'value': 'Economy', 'name_localized': 'Class', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '06d08ade-cc7e-4ef2-acac-a91efeada03d__Class'}, {'name': '_BodyType', 'value_localized': 'Hatchback', 'value': 'Hatchback', 'name_localized': 'Body type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '06d08ade-cc7e-4ef2-acac-a91efeada03d__BodyType'}, {'name': '_Transmission', 'value_localized': 'Automatic / semi-automatic', 'value': 'Automatic / semi-automatic', 'name_localized': 'Transmission', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '06d08ade-cc7e-4ef2-acac-a91efeada03d__Transmission'}, {'name': '_Year', 'value_localized': '2023', 'value': '2023', 'name_localized': 'Year', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 2023, 'id': '06d08ade-cc7e-4ef2-acac-a91efeada03d__Year'}, {'name': '_EngineCapacity', 'value_localized': '1.6', 'value': '1.6', 'name_localized': 'Engine capacity', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 1.600000024, 'id': '06d08ade-cc7e-4ef2-acac-a91efeada03d__EngineCapacity'}, {'name': '_DriveType', 'value_localized': 'Front wheel', 'value': 'Front wheel', 'name_localized': 'Drive type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '06d08ade-cc7e-4ef2-acac-a91efeada03d__DriveType'}, {'name': '_PowerHP', 'value_localized': '136', 'value': '136', 'name_localized': 'Horsepower', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 136, 'id': '06d08ade-cc7e-4ef2-acac-a91efeada03d__PowerHP'}, {'name': '_MaxSpeed', 'value_localized': '170', 'value': '170', 'name_localized': 'Max. speed', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 170, 'id': '06d08ade-cc7e-4ef2-acac-a91efeada03d__MaxSpeed'}, {'name': '_Seats', 'value_localized': '5', 'value': '5', 'name_localized': 'Seats', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5, 'id': '06d08ade-cc7e-4ef2-acac-a91efeada03d__Seats'}, {'name': '_Doors', 'value_localized': '5', 'value': '5', 'name_localized': 'Doors', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5, 'id': '06d08ade-cc7e-4ef2-acac-a91efeada03d__Doors'}]","{'name': 'AMGA RENT A CAR L.L.C', 'id': 'company_tag_name_AMGA_RENT_A_CAR_L.L.C'}",61b44536686f3c9fc062118c880b130f,z12585,06d08ade-cc7e-4ef2-acac-a91efeada03d
4,,{},no_telematics,"[{'name': 'Year', 'value_localized': '2023', 'value': '2023', 'name_localized': 'Year', 'icon_localized': 'model.specification.Year.default_icon', 'value_parsed': 2023, 'id': '08cd2df0-1d68-44d4-8e44-c7da2459d40c_Year'}, {'name': 'FuelTankVolume', 'value_localized': '35 model.specification.FuelTankVolume.unit(0)', 'value': '35', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 35, 'id': '08cd2df0-1d68-44d4-8e44-c7da2459d40c_FuelTankVolume'}, {'name': 'FuelType', 'value_localized': 'Petrol', 'value': 'petrol', 'name_localized': 'Fuel Type', 'icon_localized': 'model.specification.FuelType.default_icon', 'id': '08cd2df0-1d68-44d4-8e44-c7da2459d40c_FuelType'}, {'name': '_Model', 'value_localized': 'Picanto', 'value': 'Picanto', 'name_localized': 'Model', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '08cd2df0-1d68-44d4-8e44-c7da2459d40c__Model'}, {'name': '_Manufactory', 'value_localized': 'Kia', 'value': 'Kia', 'name_localized': 'Brand', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '08cd2df0-1d68-44d4-8e44-c7da2459d40c__Manufactory'}, {'name': '_Class', 'value_localized': 'Economy', 'value': 'Economy', 'name_localized': 'Class', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '08cd2df0-1d68-44d4-8e44-c7da2459d40c__Class'}, {'name': '_BodyType', 'value_localized': 'Hatchback', 'value': 'Hatchback', 'name_localized': 'Body type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '08cd2df0-1d68-44d4-8e44-c7da2459d40c__BodyType'}, {'name': '_Transmission', 'value_localized': 'Automatic / semi-automatic', 'value': 'Automatic / semi-automatic', 'name_localized': 'Transmission', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '08cd2df0-1d68-44d4-8e44-c7da2459d40c__Transmission'}, {'name': '_Year', 'value_localized': '2023', 'value': '2023', 'name_localized': 'Year', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 2023, 'id': '08cd2df0-1d68-44d4-8e44-c7da2459d40c__Year'}, {'name': '_EngineCapacity', 'value_localized': '1.3', 'value': '1.3', 'name_localized': 'Engine capacity', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 1.299999952, 'id': '08cd2df0-1d68-44d4-8e44-c7da2459d40c__EngineCapacity'}, {'name': '_DriveType', 'value_localized': 'Front wheel', 'value': 'Front wheel', 'name_localized': 'Drive type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '08cd2df0-1d68-44d4-8e44-c7da2459d40c__DriveType'}, {'name': '_PowerHP', 'value_localized': '84', 'value': '84', 'name_localized': 'Horsepower', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 84, 'id': '08cd2df0-1d68-44d4-8e44-c7da2459d40c__PowerHP'}, {'name': '_0100kmh', 'value_localized': '13.7', 'value': '13.7', 'name_localized': '0-100 km/h', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 13.69999981, 'id': '08cd2df0-1d68-44d4-8e44-c7da2459d40c__0100kmh'}, {'name': '_MaxSpeed', 'value_localized': '161', 'value': '161', 'name_localized': 'Max. speed', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 161, 'id': '08cd2df0-1d68-44d4-8e44-c7da2459d40c__MaxSpeed'}, {'name': '_Seats', 'value_localized': '5', 'value': '5', 'name_localized': 'Seats', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5, 'id': '08cd2df0-1d68-44d4-8e44-c7da2459d40c__Seats'}, {'name': '_Doors', 'value_localized': '5', 'value': '5', 'name_localized': 'Doors', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5, 'id': '08cd2df0-1d68-44d4-8e44-c7da2459d40c__Doors'}]","{'name': 'AMGA RENT A CAR L.L.C', 'id': 'company_tag_name_AMGA_RENT_A_CAR_L.L.C'}",de483ef9abc123c54919b6eb79236380,v59371,08cd2df0-1d68-44d4-8e44-c7da2459d40c
5,,{},no_telematics,"[{'name': 'Year', 'value_localized': '2023', 'value': '2023', 'name_localized': 'Year', 'icon_localized': 'model.specification.Year.default_icon', 'value_parsed': 2023, 'id': '0a4b4cae-f720-4122-85e5-45aaeb1020c7_Year'}, {'name': 'FuelTankVolume', 'value_localized': '55 model.specification.FuelTankVolume.unit(0)', 'value': '55', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 55, 'id': '0a4b4cae-f720-4122-85e5-45aaeb1020c7_FuelTankVolume'}, {'name': 'FuelType', 'value_localized': 'Petrol', 'value': 'petrol', 'name_localized': 'Fuel Type', 'icon_localized': 'model.specification.FuelType.default_icon', 'id': '0a4b4cae-f720-4122-85e5-45aaeb1020c7_FuelType'}, {'name': '_Model', 'value_localized': 'Creta', 'value': 'Creta', 'name_localized': 'Model', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0a4b4cae-f720-4122-85e5-45aaeb1020c7__Model'}, {'name': '_Manufactory', 'value_localized': 'Hyundai', 'value': 'Hyundai', 'name_localized': 'Brand', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0a4b4cae-f720-4122-85e5-45aaeb1020c7__Manufactory'}, {'name': '_Class', 'value_localized': 'Economy', 'value': 'Economy', 'name_localized': 'Class', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0a4b4cae-f720-4122-85e5-45aaeb1020c7__Class'}, {'name': '_BodyType', 'value_localized': 'SUV / Off-road', 'value': 'SUV / Off-road', 'name_localized': 'Body type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0a4b4cae-f720-4122-85e5-45aaeb1020c7__BodyType'}, {'name': '_Transmission', 'value_localized': 'Automatic / semi-automatic', 'value': 'Automatic / semi-automatic', 'name_localized': 'Transmission', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0a4b4cae-f720-4122-85e5-45aaeb1020c7__Transmission'}, {'name': '_Year', 'value_localized': '2023', 'value': '2023', 'name_localized': 'Year', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 2023, 'id': '0a4b4cae-f720-4122-85e5-45aaeb1020c7__Year'}, {'name': '_EngineCapacity', 'value_localized': '1.6', 'value': '1.6', 'name_localized': 'Engine capacity', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 1.600000024, 'id': '0a4b4cae-f720-4122-85e5-45aaeb1020c7__EngineCapacity'}, {'name': '_DriveType', 'value_localized': 'Front wheel', 'value': 'Front wheel', 'name_localized': 'Drive type', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'id': '0a4b4cae-f720-4122-85e5-45aaeb1020c7__DriveType'}, {'name': '_PowerHP', 'value_localized': '123', 'value': '123', 'name_localized': 'Horsepower', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 123, 'id': '0a4b4cae-f720-4122-85e5-45aaeb1020c7__PowerHP'}, {'name': '_0100kmh', 'value_localized': '12.1', 'value': '12.1', 'name_localized': '0-100 km/h', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 12.10000038, 'id': '0a4b4cae-f720-4122-85e5-45aaeb1020c7__0100kmh'}, {'name': '_MaxSpeed', 'value_localized': '170', 'value': '170', 'name_localized': 'Max. speed', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 170, 'id': '0a4b4cae-f720-4122-85e5-45aaeb1020c7__MaxSpeed'}, {'name': '_Seats', 'value_localized': '5', 'value': '5', 'name_localized': 'Seats', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5, 'id': '0a4b4cae-f720-4122-85e5-45aaeb1020c7__Seats'}, {'name': '_Doors', 'value_localized': '5', 'value': '5', 'name_localized': 'Doors', 'icon_localized': 'model.specification.UnknownSpecificationType.default_icon', 'value_parsed': 5, 'id': '0a4b4cae-f720-4122-85e5-45aaeb1020c7__Doors'}]","{'name': 'AMGA RENT A CAR L.L.C', 'id': 'company_tag_name_AMGA_RENT_A_CAR_L.L.C'}",3a5e31a27fe8904e1b45bf55f0751cb7,y84125,0a4b4cae-f720-4122-85e5-45aaeb1020c7
