Reservations,DayRentValue,CarPhotoURL,City,Region,Doors,Model,CarNo,MemberNo,Gear,BookingDiscount,WeekRentValue,Cylinders,Seats,MobileSalesMan,MemberName,WD,Passengers,MonthRentValue,CarKey,Milage,CarName
"[{'ReservationKey': 0, 'CarKey': 71385, 'CustomerName': 'Running Contract, 23326', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/27/2024 6:22:00 PM', 'ToDateTime': '8/3/2024 6:22:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,Al Garhoud Complex,4,2023,84124,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,71385,59538,HYUNDAI CRETA
,100.0,,Dubai,Al Garhoud Complex,4,2022,85887,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,68234,45323,LAMBORGHINI HURACAN
,100.0,,Dubai,Al Garhoud Complex,4,2021,46974,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,114025,96461,NISSAN PATROL
"[{'ReservationKey': 0, 'CarKey': 127633, 'CustomerName': 'Running Contract, 22442', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '4/19/2024 2:00:00 PM', 'ToDateTime': '4/20/2024 2:00:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,Al Garhoud Complex,4,2024,85881,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,127633,6429,MERCEDES G63
,100.0,,Dubai,Al Garhoud Complex,4,2024,58810,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,104221,18437,BMW X5
,100.0,,Dubai,Al Garhoud Complex,4,2024,59694,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,104222,24999,BMW X6
,100.0,,Dubai,Al Garhoud Complex,4,2023,98295,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,141949,23165,KIA CARNIVAL
"[{'ReservationKey': 0, 'CarKey': 71357, 'CustomerName': 'Running Contract, 22865', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '6/4/2024 6:01:00 PM', 'ToDateTime': '6/29/2024 6:01:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,Al Garhoud Complex,4,2023,84123,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,71357,46920,HYUNDAI CRETA
,100.0,,Dubai,Al Garhoud Complex,4,2021,58934,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39858,105768,CADILLAC ESCALADE
"[{'ReservationKey': 0, 'CarKey': 39859, 'CustomerName': 'Running Contract, 23361', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 8:09:00 PM', 'ToDateTime': '8/3/2024 8:09:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,Al Garhoud Complex,4,2021,64325,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39859,88180,MERCEDES BENZ C-200
