WD,Model,CarName,Reservations,Doors,MemberName,CarPhotoURL,CarKey,Passengers,WeekRentValue,BookingDiscount,MemberNo,Milage,Gear,Seats,MobileSalesMan,CarNo,Region,MonthRentValue,Cylinders,DayRentValue,City
2,2022,KIA SORENTO,"[{'ReservationKey': 0, 'CarKey': 39865, 'CustomerName': 'Running Contract, 23010', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '6/23/2024 1:12:00 PM', 'ToDateTime': '8/22/2024 1:12:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",4,A M G A RENT A CAR L.L.C.,,39865,5,630.0,0.0,2475,87489,-1,2,00971503694779,29653,Al Garhoud Complex,2400.0,4,100.0,Dubai
2,2021,CADILLAC ESCALADE,"[{'ReservationKey': 0, 'CarKey': 39866, 'CustomerName': 'Running Contract, 23354', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 3:19:00 PM', 'ToDateTime': '8/6/2024 3:19:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",4,A M G A RENT A CAR L.L.C.,,39866,5,630.0,0.0,2475,98066,-1,2,00971503694779,43019,Al Garhoud Complex,2400.0,4,100.0,Dubai
2,2020,KIA SPORTAGE,"[{'ReservationKey': 0, 'CarKey': 39830, 'CustomerName': 'Running Contract, 23256', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/20/2024 10:09:00 PM', 'ToDateTime': '8/19/2024 10:09:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",4,A M G A RENT A CAR L.L.C.,,39830,5,630.0,0.0,2475,98806,-1,2,00971503694779,41809,Al Garhoud Complex,2400.0,4,100.0,Dubai
2,2020,KIA SPORTAGE,"[{'ReservationKey': 0, 'CarKey': 39831, 'CustomerName': 'Running Contract, 23249', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/19/2024 6:58:00 PM', 'ToDateTime': '8/18/2024 6:58:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",4,A M G A RENT A CAR L.L.C.,,39831,5,630.0,0.0,2475,70956,-1,2,00971503694779,41819,Al Garhoud Complex,2400.0,4,100.0,Dubai
2,2022,HYUNDAI CRETA,"[{'ReservationKey': 0, 'CarKey': 39872, 'CustomerName': 'Running Contract, 23240', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/18/2024 1:39:00 PM', 'ToDateTime': '7/19/2024 1:39:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",4,A M G A RENT A CAR L.L.C.,,39872,5,630.0,0.0,2475,108179,-1,2,00971503694779,52994,Al Garhoud Complex,2400.0,4,100.0,Dubai
2,2022,HYUNDAI CRETA,"[{'ReservationKey': 0, 'CarKey': 39873, 'CustomerName': 'Running Contract, 23318', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/27/2024 11:55:00 AM', 'ToDateTime': '7/28/2024 11:55:00 AM', 'DayRentValue': 0.0, 'Documents': None}]",4,A M G A RENT A CAR L.L.C.,,39873,5,630.0,0.0,2475,85970,-1,2,00971503694779,53034,Al Garhoud Complex,2400.0,4,100.0,Dubai
2,2021,LAMBORGHINI URUS,"[{'ReservationKey': 0, 'CarKey': 39885, 'CustomerName': 'Running Contract, 23351', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 12:50:00 PM', 'ToDateTime': '8/1/2024 12:50:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",4,A M G A RENT A CAR L.L.C.,,39885,5,630.0,0.0,2475,83513,-1,2,00971503694779,85883,Al Garhoud Complex,2400.0,4,100.0,Dubai
2,2022,TOYOTA LAND CRUISER TWIN TURBO,"[{'ReservationKey': 0, 'CarKey': 39886, 'CustomerName': 'Running Contract, 23338', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/29/2024 7:04:00 PM', 'ToDateTime': '7/30/2024 7:04:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",4,A M G A RENT A CAR L.L.C.,,39886,5,630.0,0.0,2475,94966,-1,2,00971503694779,75652,Al Garhoud Complex,2400.0,4,100.0,Dubai
2,2022,TOYOTA  LAND CRUISER,"[{'ReservationKey': 0, 'CarKey': 39896, 'CustomerName': 'Running Contract, 23319', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/27/2024 12:04:00 PM', 'ToDateTime': '7/28/2024 12:04:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",4,A M G A RENT A CAR L.L.C.,,39896,5,630.0,0.0,2475,85089,-1,2,00971503694779,21587,Al Garhoud Complex,2400.0,4,100.0,Dubai
2,2022,TOYOTA RUSH,"[{'ReservationKey': 0, 'CarKey': 39897, 'CustomerName': 'Running Contract, 23325', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/27/2024 4:34:00 PM', 'ToDateTime': '8/10/2024 4:34:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",4,A M G A RENT A CAR L.L.C.,,39897,5,630.0,0.0,2475,52002,-1,2,00971503694779,33812,Al Garhoud Complex,2400.0,4,100.0,Dubai
