Reservations,DayRentValue,CarPhotoURL,City,Region,Doors,Model,CarNo,MemberNo,Gear,BookingDiscount,WeekRentValue,Cylinders,Seats,MobileSalesMan,MemberName,WD,Passengers,MonthRentValue,CarKey,Milage,CarName
"[{'ReservationKey': 0, 'CarKey': 61788, 'CustomerName': 'Running Contract, 1300', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '5/9/2024 11:00:00 PM', 'ToDateTime': '6/8/2024 11:00:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,DUBAI,UAE,4,2022,36911,2826,-1,-1.0,0.0,4,2,971561962872,AUTOBOTS RENT A CAR L.L.C.,2,5,0.0,61788,27623,MIT ATTRAGE
,100.0,,DUBAI,UAE,4,2022,37294,2826,-1,-1.0,0.0,4,2,971561962872,AUTOBOTS RENT A CAR L.L.C.,2,5,0.0,61789,27812,MIT ATTRAGE
"[{'ReservationKey': 0, 'CarKey': 3423, 'CustomerName': 'Running Contract, 1307', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '5/18/2024 7:10:00 PM', 'ToDateTime': '6/17/2024 7:10:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,DUBAI,UAE,4,2021,54479,2826,-1,-1.0,630.0,4,2,971561962872,AUTOBOTS RENT A CAR L.L.C.,2,5,2400.0,3423,33183,MIT ATTRAGE
,100.0,,DUBAI,UAE,4,2022,25371,2826,-1,-1.0,630.0,4,2,971561962872,AUTOBOTS RENT A CAR L.L.C.,2,5,2400.0,80675,0,MIT PAJERO
"[{'ReservationKey': 0, 'CarKey': 61786, 'CustomerName': 'Running Contract, 1383', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 11:00:00 PM', 'ToDateTime': '8/1/2024 11:00:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,DUBAI,UAE,4,2021,37677,2826,-1,-1.0,0.0,4,2,971561962872,AUTOBOTS RENT A CAR L.L.C.,2,5,0.0,61786,29104,MIT XPANDER
,800.0,,DUBAI,UAE,4,2024,37795,2826,-1,-1.0,4900.0,4,2,971561962872,AUTOBOTS RENT A CAR L.L.C.,2,5,15000.0,116721,7511,NISSAN PATROL
,100.0,,DUBAI,UAE,4,2022,75284,2826,-1,-1.0,630.0,4,2,971561962872,AUTOBOTS RENT A CAR L.L.C.,2,5,2400.0,80683,0,NISSAN SUNNY
"[{'ReservationKey': 0, 'CarKey': 78018, 'CustomerName': 'Running Contract, 1354', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/4/2024 8:15:00 PM', 'ToDateTime': '8/3/2024 8:15:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,DUBAI,UAE,4,2022,13474,2826,-1,-1.0,0.0,4,2,971561962872,AUTOBOTS RENT A CAR L.L.C.,2,5,0.0,78018,20721,TOYOTA COROLLA
,100.0,,DUBAI,UAE,4,2022,98376,2826,-1,-1.0,630.0,4,2,971561962872,AUTOBOTS RENT A CAR L.L.C.,2,5,2400.0,80673,0,TOYOTA COROLLA
,100.0,,DUBAI,UAE,4,2022,69521,2826,-1,-1.0,0.0,4,2,971561962872,AUTOBOTS RENT A CAR L.L.C.,2,5,0.0,70567,24115,TOYOTA FORTUNER
