stage,until,booking_status,type,offer_id,user_id,status_title,tag_id,status,since
,1722003300,,on_hold,,,rental.status.on_hold.title,49b556e2-3de4-41f0-8efc-a4076220b40f,on_hold,1721916900
,1722265800,,on_hold,,,rental.status.on_hold.title,e221c420-fe69-4013-a1da-256874cf00f5,on_hold,1722179400
,1722743040,,on_hold,,,rental.status.on_hold.title,804db07e-ae96-46b1-9fbc-3950ff1aeb51,on_hold,1722483840
,1722019500,,on_hold,,,rental.status.on_hold.title,c22e03b8-6853-4acf-a997-b41340b96d90,on_hold,1721673900
,1722246900,,on_hold,,,rental.status.on_hold.title,b99e4ceb-d7ab-4360-8e71-e21be6cd100a,on_hold,1722160500
,1722339000,,on_hold,,,rental.status.on_hold.title,72367d50-c6cf-496c-b374-2d47490d35c6,on_hold,1721907000
,1722025980,,on_hold,,,rental.status.on_hold.title,fef1d900-59b1-4bb9-922b-070556579ab9,on_hold,1721939580
,1722226500,,on_hold,,,rental.status.on_hold.title,86a6d088-e9ad-483d-8a90-0fe6cc79c380,on_hold,1722053700
,1722695400,,on_hold,,,rental.status.on_hold.title,21e4c962-ddb1-4ac0-ad3f-5f97394451b9,on_hold,1722436200
,1721978400,,on_hold,,,rental.status.on_hold.title,40521e84-078a-4410-8365-84260138a979,on_hold,1721892000
,1722436800,,on_hold,,,rental.status.on_hold.title,dd58ab83-3a9d-44fa-a270-2ff9aec396e0,on_hold,1720276800
,1722514620,,on_hold,,,rental.status.on_hold.title,ca578e76-59d4-42e3-95c9-4352b64458c1,on_hold,1722436800
,1722438900,,on_hold,,,rental.status.on_hold.title,0ae01bf0-e83f-4b59-a33f-6b160d222dd2,on_hold,1722006900
,1722339360,,on_hold,,,rental.status.on_hold.title,2b5501d2-190f-4f31-8bb8-1710e27f4356,on_hold,1721907360
,1722365580,,on_hold,,,rental.status.on_hold.title,f80d4100-ab74-4c02-9794-840f3a6adcf4,on_hold,1722339360
,1722101700,,on_hold,,,rental.status.on_hold.title,43cfff4c-0841-41a4-a498-052a4a5208bb,on_hold,1722015300
,1722242280,,on_hold,,,rental.status.on_hold.title,936f01a4-9ae5-4793-a919-c1635de03d66,on_hold,1722155880
,1721992500,,on_hold,,,rental.status.on_hold.title,ab23760f-0876-4fda-8ee6-ea2e812c29e1,on_hold,1721906100
,1723887000,,on_hold,,,rental.status.on_hold.title,fd66754d-6eb4-4568-9892-e3b0f7dfb215,on_hold,1721295000
,1722156120,,on_hold,,,rental.status.on_hold.title,ecbc301c-d3d9-4e86-8f50-ac1056ba0b45,on_hold,1721637720
,1722550702,,on_hold,,,rental.status.on_hold.title,853c1585-cbf4-4a56-b153-e8791b710f2e,on_hold,1722156120
,1722003300,,on_hold,,,rental.status.on_hold.title,c5b42aa4-89b5-433c-8ac5-a6c21a9e3253,on_hold,1721916900
,1722235500,,on_hold,,,rental.status.on_hold.title,588da7a0-f9b7-4b0c-aab6-1eb85acb46d5,on_hold,1722149100
,1722531600,,on_hold,,,rental.status.on_hold.title,435cc624-9d53-4b88-bd8b-71312c16b799,on_hold,1722445200
,1722097560,,on_hold,,,rental.status.on_hold.title,24f5c17a-9024-4312-9021-13a82ee69bba,on_hold,1721407200
,1722180780,,on_hold,,,rental.status.on_hold.title,21cc87f4-aca2-49c8-a93e-7974f7ea8687,on_hold,1722097560
,1723060680,,on_hold,,,rental.status.on_hold.title,c73c9e7f-d93e-4f72-aea0-890a6b7ce5e1,on_hold,1722369480
,1722262500,,on_hold,,,rental.status.on_hold.title,6c7daebd-0400-4e18-8048-98fc3ff57d49,on_hold,1721657700
prereservation,1722621600,start_delayed,booking,dc100a84-714a-fb4b-da98-72b7a30ee6c1,f208d4fe-44a3-4a4b-92b5-9e67e8e7283f,Confirmed,41d30cda-a104-4c09-8717-8de73ea2ad59,confirmed,1722405600
