status_title,status,user_id,tag_id,booking_status,since,type,offer_id,stage,until
rental.status.on_hold.title,on_hold,,4861e660-4677-4fcc-aa2b-98fe1fb6dac8,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,b29b76e2-7e17-4582-92fe-5eef7c7d6c14,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,99fcbe7c-190b-4127-b63c-646e5116e17c,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,e967d4e7-54a4-4e90-a053-f73e0ef209c3,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,657f4fe9-3cad-4cf7-bc4d-02a4e439361c,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,4733c3a4-2e15-4f1e-a4f2-b5f9de985c74,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,3b2314f8-efdc-4694-b0b5-43380dc5aaeb,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,123f2d47-0678-4a5f-865c-de34e29952ca,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,23f7f24b-aa8a-42a0-81c6-e627dfce740d,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,73ae9fb3-8da2-4968-b55e-c922a2e8fbb9,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,579f343f-d7a5-4ba9-a901-85271d852615,,1722402000,on_hold,,,1725080400
rental.status.on_hold.title,on_hold,,c8442afb-8de2-49dd-839d-4c7a73808cb2,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,414067ad-432b-488b-885d-5a573f76caa1,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,cd526aaa-062e-4c3b-972d-a2279cce9324,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,56331981-efed-4c27-95f6-674403c4aa09,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,05de2cc8-ff5b-47bd-8892-5b7a545ab9be,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,80adab26-061a-4a64-94fb-eb85d9824bd1,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,056839bc-5407-4c2a-9fac-e63cdee95d67,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,136b29cb-a1ce-4c90-94d8-0e88d9cb159e,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,059093ea-82d8-4191-bad2-400d7bb563c2,,1721624400,on_hold,,,1724302800
rental.status.on_hold.title,on_hold,,c3549520-d1a7-46aa-803a-45e054c58bd1,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,710278ce-edb3-47f6-8775-3ba886a9d5c1,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,094bdcc1-d157-4733-9097-1b231cf499ef,,1721019600,on_hold,,,1723698000
Confirmed,confirmed,df39bc33-bb75-4bde-a775-83534a50d707,5cb23ce4-457d-4b84-a5b3-61db4495dbf5,start_delayed,1721973600,booking,cd7dbcaf-a0d9-53e5-caaf-c351ae15f66e,prereservation,1723197600
Confirmed,confirmed,4c567fc5-87bf-48bf-bbe6-40d50c60ff87,0fe67cd7-9110-4175-9aad-f97656dffa24,start_delayed,1721635200,booking,b05338c9-d222-eec1-c371-8e1e61c4b079,prereservation,1722326400
rental.status.on_hold.title,on_hold,,f71740c8-13f4-402c-abec-9efd5187cfd7,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,f32a76cf-2d37-4e9e-865b-83c6b3a93098,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,07947321-bfa2-4244-8b89-314156709139,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,b940372c-fd09-4c91-9c1d-ccd32d547d67,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,2089862f-488e-4399-8087-7a0df0e758b2,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,7d4b6d67-a174-4875-9966-3e33f0be0d5f,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,31992670-dfef-41d4-8604-fdad889d44db,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,5ea91018-75a4-4dd4-bfa6-c70336384a63,,1721365200,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,d8625442-1167-468c-af5a-d1460281ebf6,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,3603ce84-a4e2-4f00-bc69-fb4790f964eb,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,74c5679e-6372-467e-a867-312a99a5d277,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,5bfadcf6-a003-4c99-abed-df3670001dad,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,2e9afb8f-c55c-4011-8560-105a1a56f698,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,0594668e-d4dd-489f-ac59-0dae56901ec9,,1720846800,on_hold,,,1723611600
rental.status.on_hold.title,on_hold,,4e07dd19-05fa-4550-bce2-03aa20aa3f82,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,f61c558a-e2f9-4e18-9d31-2b0dd25e1d0f,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,7b561132-61f6-4add-8a2d-4cb371067b09,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,c7dd5bd9-202e-4a9e-90dc-b83fa879d15a,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,8f906ccc-7a53-4a1d-af1f-fb7d395c61d9,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,efd74313-5922-43f5-bc18-c451f559ecb7,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,c351879b-e88b-4927-a593-6c0a2d16ce90,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,56cbffa9-326c-4a4d-8fbc-46a0576a388f,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,3f98dbf9-3dd1-4cc2-9a52-b9cf9fc2a103,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,30d1485b-9074-4425-9306-ce9c8ed3656c,,1722142800,on_hold,,,1724821200
rental.status.on_hold.title,on_hold,,08d50149-3583-4736-964f-6dbabaa8156e,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,9d020e47-bcbe-4791-bcdf-c83addf0c6f6,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,5672b4eb-35ad-4d9c-b9a4-0aa222580d2f,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,28029320-5d8d-4871-911b-71d3c8b36650,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,7b013589-09e8-4566-9301-96bdd123d901,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,0aff445c-9147-4d2a-9000-0d077288ede2,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,235e9c04-3e2a-4130-a370-1b9aad46566f,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,6c6bb401-4dc2-4b21-9406-f6896dc5f2aa,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,a1044c5b-358f-44a6-ae18-aa0eb02d16d0,,1720674000,on_hold,,,1723438800
rental.status.on_hold.title,on_hold,,47fd0917-826a-4cd6-a290-49ee72efb71b,,1720674000,on_hold,,,1723438800
