Reservations,DayRentValue,CarPhotoURL,City,Region,Doors,Model,CarNo,MemberNo,Gear,BookingDiscount,WeekRentValue,Cylinders,Seats,MobileSalesMan,MemberName,WD,Passengers,MonthRentValue,CarKey,Milage,CarName
"[{'ReservationKey': 0, 'CarKey': 22062, 'CustomerName': 'Running Contract, 10390', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '10/30/2022 4:45:00 PM', 'ToDateTime': '11/2/2022 4:45:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,deira,al khabasi,4,2018,53818,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,22062,127841,MERCEDES BRABUS-G63
"[{'ReservationKey': 0, 'CarKey': 68901, 'CustomerName': 'Running Contract, 15810', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/22/2024 10:35:49 PM', 'ToDateTime': '7/24/2024 10:35:49 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,deira,al khabasi,4,2021,37405,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,68901,66394,MERCEDES C300
,100.0,,deira,al khabasi,4,2021,39980,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,83401,43975,MERCEDES C300
,100.0,,deira,al khabasi,4,2020,87994,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,73142,39616,MERCEDES C300
"[{'ReservationKey': 0, 'CarKey': 128260, 'CustomerName': 'Running Contract, 15841', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 1:19:56 PM', 'ToDateTime': '8/3/2024 1:19:56 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,deira,al khabasi,4,2023,49530,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,128260,21814,MERCEDES C300 
"[{'ReservationKey': 0, 'CarKey': 22071, 'CustomerName': 'Running Contract, 10928', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '1/5/2023 1:05:00 PM', 'ToDateTime': '1/5/2023 1:05:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,deira,al khabasi,4,2020,23319,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,22071,153343,MERCEDES C300 -CONV
,100.0,,deira,al khabasi,4,2019,85361,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,117059,24052,MERCEDES C300 CONV
,100.0,,deira,al khabasi,4,2022,31764,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,68917,54449,MERCEDES CLA
,100.0,,deira,al khabasi,4,2020,45319,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,22160,85351,MERCEDES CLA
,100.0,,deira,al khabasi,4,2022,56792,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,78262,27521,MERCEDES CLA 250
"[{'ReservationKey': 0, 'CarKey': 78210, 'CustomerName': 'Running Contract, 15872', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 7:40:03 PM', 'ToDateTime': '8/4/2024 7:40:03 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,deira,al khabasi,4,2022,43074,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,78210,26895,MERCEDES CLA250
,100.0,,deira,al khabasi,4,2020,92091,2047,-1,0.0,630.0,4,2,971522257090,AVENTADOR 1 CAR RENTAL,2,5,2400.0,22070,119164,MERCEDES CLA250
